fill	x	y	key	tooltip	showSelected2	PANEL
#FEE0D2	1	1	2013-09-01 1	  1 people slightly injured at  LAJEUNESSE / JARRY 2013-09-01 12:35	people slightly injured	1
#FEE0D2	1	2	2013-09-01 2	  1 people slightly injured at 3874 DANDURAND /  2013-09-01 15:52	people slightly injured	1
#FEE0D2	1	3	2013-09-01 3	  1 people slightly injured at  BEAUBIEN / LANGUEDUC 2013-09-01 16:07	people slightly injured	1
#FEE0D2	1	4	2013-09-01 4	  1 people slightly injured at  MTEE ST HUBERT / MARICOURT 2013-09-01 20:00	people slightly injured	1
#FEE0D2	1	5	2013-09-01 5	  1 people slightly injured at 285 LILAS O /  2013-09-01 10:00	people slightly injured	1
#FEE0D2	1	6	2013-09-01 6	  1 people slightly injured at   / QUATRE BOURGEOIS ET HENRI IV 2013-09-01 11:45	people slightly injured	1
#FEE0D2	1	7	2013-09-01 7	  1 people slightly injured at  RTE 343 / 4IEME RG 2013-09-01 20:15	people slightly injured	1
#FEE0D2	1	8	2013-09-01 8	  3 people slightly injured at 218 RG PETIT BRULE / PRES MT RIGAUD 2013-09-01 12:41	people slightly injured	1
#FEE0D2	1	9	2013-09-01 9	  1 people slightly injured at 202 CH VAL DE LOIRE /  2013-09-01 18:43	people slightly injured	1
#FB6A4A	1	10	2013-09-01 10	 1 person severely injured, 0 people slightly injured at  ONTARIO / ST DOMINIQUE 2013-09-01 0:40	people severely injured	1
#FEE0D2	2	1	2013-09-02 1	  1 people slightly injured at  MAISONNEUVE O / WOOD 2013-09-02 20:10	people slightly injured	1
#FEE0D2	2	2	2013-09-02 2	  1 people slightly injured at  LAJOIE / MCHEACURAN 2013-09-02 20:20	people slightly injured	1
#FEE0D2	2	3	2013-09-02 3	  1 people slightly injured at 8425 ST LAURENT /  2013-09-02 9:15	people slightly injured	1
#FEE0D2	2	4	2013-09-02 4	  1 people slightly injured at  JEAN TALON / CHATEAUBRIAND PRES DE 2013-09-02 10:30	people slightly injured	1
#FEE0D2	2	5	2013-09-02 5	  1 people slightly injured at  GILFORD / PAPINEAU 2013-09-02 20:49	people slightly injured	1
#FEE0D2	2	6	2013-09-02 6	  1 people slightly injured at 3589 24E RUE /  2013-09-02 17:46	people slightly injured	1
#FEE0D2	2	7	2013-09-02 7	  1 people slightly injured at 4500 ARTHUR SAUVE /  2013-09-02 19:35	people slightly injured	1
#FEE0D2	2	8	2013-09-02 8	  1 people slightly injured at  COLLEGE / ST FRANCIS 2013-09-02 17:00	people slightly injured	1
#FEE0D2	2	9	2013-09-02 9	  1 people slightly injured at  DANIEL / STE FOY 2013-09-02 20:41	people slightly injured	1
#FEE0D2	2	10	2013-09-02 10	  1 people slightly injured at 14025 FACE BD BECANCOUR /  2013-09-02 12:20	people slightly injured	1
#FB6A4A	2	11	2013-09-02 11	 1 person severely injured, 0 people slightly injured at  ROLAND THERRIEN / KING GEOGE 2013-09-02 19:50	people severely injured	1
#FEE0D2	3	1	2013-09-03 1	  1 people slightly injured at  LOUISE / LAURIER 2013-09-03 18:35	people slightly injured	1
#FEE0D2	3	2	2013-09-03 2	  2 people slightly injured at  VICTORIA / JACQUES CARTIER 2013-09-03 17:27	people slightly injured	1
#A50F15	3	3	2013-09-03 3	2 deaths,  0 people slightly injured at 51 CH LANOIX /  2013-09-03 19:20	deaths	1
#FEE0D2	4	1	2013-09-04 1	  1 people slightly injured at  GOUIN O / PL ST GERMAIN 2013-09-04 17:33	people slightly injured	1
#FEE0D2	4	2	2013-09-04 2	  1 people slightly injured at  SHERBROOKE / MANSFIELD 2013-09-04 3:30	people slightly injured	1
#FEE0D2	4	3	2013-09-04 3	  1 people slightly injured at 2250 MAISONNEUVE E FACE A / PARTHENAIS 2013-09-04 9:00	people slightly injured	1
#FEE0D2	4	4	2013-09-04 4	  1 people slightly injured at  ONTARIO / IBERVILLE 2013-09-04 15:22	people slightly injured	1
#FEE0D2	4	5	2013-09-04 5	  1 people slightly injured at  LUCERNE / COTE DE LIESSE 2013-09-04 6:20	people slightly injured	1
#FEE0D2	4	6	2013-09-04 6	  1 people slightly injured at 5430 ST URBAIN / FACE AU 2013-09-04 8:05	people slightly injured	1
#FEE0D2	4	7	2013-09-04 7	  1 people slightly injured at  ASSOMPTION / SHERBROOKE 2013-09-04 7:05	people slightly injured	1
#FEE0D2	4	8	2013-09-04 8	  1 people slightly injured at  ROYALE / ST GEORGE 2013-09-04 16:57	people slightly injured	1
#FEE0D2	4	9	2013-09-04 9	  1 people slightly injured at  DUPONT / STE MARGUERITE 2013-09-04 16:50	people slightly injured	1
#FEE0D2	4	10	2013-09-04 10	  1 people slightly injured at  BD MERCURE / LAFONTAINE 2013-09-04 20:46	people slightly injured	1
#FEE0D2	5	1	2013-09-05 1	  1 people slightly injured at  DECELLES / DECARIE 2013-09-05 6:17	people slightly injured	1
#FEE0D2	5	2	2013-09-05 2	  1 people slightly injured at 1510 DE L EGLISE / DECARIE 2013-09-05 	people slightly injured	1
#FEE0D2	5	3	2013-09-05 3	  1 people slightly injured at  MAISONNEUVE O / LAMBERT CLOSSE 2013-09-05 13:47	people slightly injured	1
#FEE0D2	5	4	2013-09-05 4	  1 people slightly injured at 432 MCGILL /  2013-09-05 9:11	people slightly injured	1
#FEE0D2	5	5	2013-09-05 5	  1 people slightly injured at  JEAN TALON / DES ECORES 2013-09-05 7:56	people slightly injured	1
#FEE0D2	5	6	2013-09-05 6	  1 people slightly injured at  RACHEL / RIVARD 2013-09-05 15:55	people slightly injured	1
#FEE0D2	5	7	2013-09-05 7	  1 people slightly injured at  COMMERCIALE / DES LILAS 2013-09-05 19:00	people slightly injured	1
#FEE0D2	5	8	2013-09-05 8	  1 people slightly injured at  LAVIOLETTE / ST SEVERE 2013-09-05 14:14	people slightly injured	1
#FEE0D2	5	9	2013-09-05 9	  1 people slightly injured at  PERREAULT / N-D E 2013-09-05 14:23	people slightly injured	1
