colour	x	y	group	key	clickSelects	showSelected1	showSelected2	PANEL
#A799FF	26	2211	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2013	C么te-Sainte-Catherine	2
#A799FF	26	2040	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2013	C么te-Sainte-Catherine	2
#A799FF	26	2120	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2013	C么te-Sainte-Catherine	2
#A799FF	27	1469	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	October 2010	C魌e-Sainte-Catherine	2
#A799FF	27	29	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	November 2010	C魌e-Sainte-Catherine	2
#A799FF	27	4	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2011	C么te-Sainte-Catherine	2
#A799FF	27	63	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2011	C么te-Sainte-Catherine	2
#A799FF	27	881	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2011	C么te-Sainte-Catherine	2
#A799FF	27	595	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2011	C么te-Sainte-Catherine	2
#A799FF	27	2550	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2011	C么te-Sainte-Catherine	2
#A799FF	27	2303	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2011	C么te-Sainte-Catherine	2
#A799FF	27	1503	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2011	C么te-Sainte-Catherine	2
#A799FF	27	1236	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	September 2011	C么te-Sainte-Catherine	2
#A799FF	27	5	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2012	C么te-Sainte-Catherine	2
#A799FF	27	4	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	February 2012	C么te-Sainte-Catherine	2
#A799FF	27	517	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2012	C么te-Sainte-Catherine	2
#A799FF	27	743	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2012	C么te-Sainte-Catherine	2
#A799FF	27	1525	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2012	C么te-Sainte-Catherine	2
#A799FF	27	1322	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2012	C么te-Sainte-Catherine	2
#A799FF	27	1948	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2012	C么te-Sainte-Catherine	2
#A799FF	27	2273	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2012	C么te-Sainte-Catherine	2
#A799FF	27	2288	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	September 2012	C么te-Sainte-Catherine	2
#A799FF	27	792	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	October 2012	C么te-Sainte-Catherine	2
#A799FF	27	1	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2013	C么te-Sainte-Catherine	2
#A799FF	27	2	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	February 2013	C么te-Sainte-Catherine	2
#A799FF	27	549	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2013	C么te-Sainte-Catherine	2
#A799FF	27	1155	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2013	C么te-Sainte-Catherine	2
#A799FF	27	2734	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2013	C么te-Sainte-Catherine	2
#A799FF	27	2459	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2013	C么te-Sainte-Catherine	2
#A799FF	27	1486	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2013	C么te-Sainte-Catherine	2
#A799FF	27	2805	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2013	C么te-Sainte-Catherine	2
#A799FF	28	1318	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	October 2010	C魌e-Sainte-Catherine	2
#A799FF	28	16	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	November 2010	C魌e-Sainte-Catherine	2
#A799FF	28	5	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2011	C么te-Sainte-Catherine	2
#A799FF	28	1	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	February 2011	C么te-Sainte-Catherine	2
#A799FF	28	175	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2011	C么te-Sainte-Catherine	2
#A799FF	28	753	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2011	C么te-Sainte-Catherine	2
#A799FF	28	605	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2011	C么te-Sainte-Catherine	2
#A799FF	28	2245	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2011	C么te-Sainte-Catherine	2
#A799FF	28	2156	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2011	C么te-Sainte-Catherine	2
#A799FF	28	260	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2011	C么te-Sainte-Catherine	2
#A799FF	28	1067	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	September 2011	C么te-Sainte-Catherine	2
#A799FF	28	1	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2012	C么te-Sainte-Catherine	2
#A799FF	28	179	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2012	C么te-Sainte-Catherine	2
#A799FF	28	628	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2012	C么te-Sainte-Catherine	2
#A799FF	28	1962	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2012	C么te-Sainte-Catherine	2
#A799FF	28	2381	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2012	C么te-Sainte-Catherine	2
#A799FF	28	1345	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2012	C么te-Sainte-Catherine	2
#A799FF	28	2794	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2012	C么te-Sainte-Catherine	2
#A799FF	28	2134	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	September 2012	C么te-Sainte-Catherine	2
#A799FF	28	697	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	October 2012	C么te-Sainte-Catherine	2
#A799FF	28	6	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2013	C么te-Sainte-Catherine	2
#A799FF	28	590	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2013	C么te-Sainte-Catherine	2
#A799FF	28	1536	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2013	C么te-Sainte-Catherine	2
#A799FF	28	3151	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2013	C么te-Sainte-Catherine	2
#A799FF	28	618	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2013	C么te-Sainte-Catherine	2
#A799FF	28	986	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2013	C么te-Sainte-Catherine	2
#A799FF	28	2759	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2013	C么te-Sainte-Catherine	2
#A799FF	29	897	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	October 2010	C魌e-Sainte-Catherine	2
#A799FF	29	158	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	November 2010	C魌e-Sainte-Catherine	2
#A799FF	29	3	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2011	C么te-Sainte-Catherine	2
#A799FF	29	300	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2011	C么te-Sainte-Catherine	2
#A799FF	29	1088	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2011	C么te-Sainte-Catherine	2
#A799FF	29	818	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2011	C么te-Sainte-Catherine	2
#A799FF	29	1727	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2011	C么te-Sainte-Catherine	2
#A799FF	29	1610	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2011	C么te-Sainte-Catherine	2
#A799FF	29	2501	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2011	C么te-Sainte-Catherine	2
#A799FF	29	518	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	September 2011	C么te-Sainte-Catherine	2
#A799FF	29	1	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2012	C么te-Sainte-Catherine	2
#A799FF	29	406	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2012	C么te-Sainte-Catherine	2
#A799FF	29	765	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2012	C么te-Sainte-Catherine	2
#A799FF	29	1184	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2012	C么te-Sainte-Catherine	2
#A799FF	29	1935	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2012	C么te-Sainte-Catherine	2
#A799FF	29	1332	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2012	C么te-Sainte-Catherine	2
#A799FF	29	3092	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2012	C么te-Sainte-Catherine	2
#A799FF	29	755	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	September 2012	C么te-Sainte-Catherine	2
#A799FF	29	1458	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	October 2012	C么te-Sainte-Catherine	2
#A799FF	29	377	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2013	C么te-Sainte-Catherine	2
#A799FF	29	2039	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2013	C么te-Sainte-Catherine	2
#A799FF	29	1372	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2013	C么te-Sainte-Catherine	2
#A799FF	29	978	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2013	C么te-Sainte-Catherine	2
#A799FF	29	2179	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2013	C么te-Sainte-Catherine	2
#A799FF	29	2766	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2013	C么te-Sainte-Catherine	2
#A799FF	30	376	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	October 2010	C魌e-Sainte-Catherine	2
#A799FF	30	312	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	November 2010	C魌e-Sainte-Catherine	2
#A799FF	30	1	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	December 2010	C魌e-Sainte-Catherine	2
#A799FF	30	497	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2011	C么te-Sainte-Catherine	2
#A799FF	30	1300	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2011	C么te-Sainte-Catherine	2
#A799FF	30	2611	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2011	C么te-Sainte-Catherine	2
#A799FF	30	1538	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2011	C么te-Sainte-Catherine	2
#A799FF	30	1349	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2011	C么te-Sainte-Catherine	2
#A799FF	30	2583	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2011	C么te-Sainte-Catherine	2
#A799FF	30	774	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	September 2011	C么te-Sainte-Catherine	2
#A799FF	30	529	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2012	C么te-Sainte-Catherine	2
#A799FF	30	1572	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2012	C么te-Sainte-Catherine	2
#A799FF	30	2722	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2012	C么te-Sainte-Catherine	2
#A799FF	30	1359	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2012	C么te-Sainte-Catherine	2
#A799FF	30	2285	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2012	C么te-Sainte-Catherine	2
#A799FF	30	2910	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2012	C么te-Sainte-Catherine	2
#A799FF	30	359	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	September 2012	C么te-Sainte-Catherine	2
#A799FF	30	1251	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	October 2012	C么te-Sainte-Catherine	2
#A799FF	30	3	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2013	C么te-Sainte-Catherine	2
#A799FF	30	443	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2013	C么te-Sainte-Catherine	2
#A799FF	30	2262	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	April 2013	C么te-Sainte-Catherine	2
#A799FF	30	2936	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2013	C么te-Sainte-Catherine	2
#A799FF	30	1426	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	June 2013	C么te-Sainte-Catherine	2
#A799FF	30	2595	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2013	C么te-Sainte-Catherine	2
#A799FF	30	2209	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2013	C么te-Sainte-Catherine	2
#A799FF	31	305	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	October 2010	C魌e-Sainte-Catherine	2
#A799FF	31	1	3	C魌e-Sainte-Catherine	C魌e-Sainte-Catherine	December 2010	C魌e-Sainte-Catherine	2
#A799FF	31	3	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2011	C么te-Sainte-Catherine	2
#A799FF	31	582	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2011	C么te-Sainte-Catherine	2
#A799FF	31	2714	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2011	C么te-Sainte-Catherine	2
#A799FF	31	1290	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2011	C么te-Sainte-Catherine	2
#A799FF	31	2903	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2011	C么te-Sainte-Catherine	2
#A799FF	31	1	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2012	C么te-Sainte-Catherine	2
#A799FF	31	499	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2012	C么te-Sainte-Catherine	2
#A799FF	31	2177	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2012	C么te-Sainte-Catherine	2
#A799FF	31	2185	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2012	C么te-Sainte-Catherine	2
#A799FF	31	1868	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2012	C么te-Sainte-Catherine	2
#A799FF	31	1294	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	October 2012	C么te-Sainte-Catherine	2
#A799FF	31	33	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	January 2013	C么te-Sainte-Catherine	2
#A799FF	31	380	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	March 2013	C么te-Sainte-Catherine	2
#A799FF	31	2562	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	May 2013	C么te-Sainte-Catherine	2
#A799FF	31	2712	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	July 2013	C么te-Sainte-Catherine	2
#A799FF	31	1018	3	C么te-Sainte-Catherine	C么te-Sainte-Catherine	August 2013	C么te-Sainte-Catherine	2
#FB8072	1	1952	4	du Parc	du Parc	November 2010	du Parc	2
#FB8072	1	623	4	du Parc	du Parc	December 2010	du Parc	2
#FB8072	1	41	4	du Parc	du Parc	January 2011	du Parc	2
#FB8072	1	182	4	du Parc	du Parc	February 2011	du Parc	2
#FB8072	1	158	4	du Parc	du Parc	March 2011	du Parc	2
#FB8072	1	784	4	du Parc	du Parc	April 2011	du Parc	2
#FB8072	1	2101	4	du Parc	du Parc	May 2011	du Parc	2
#FB8072	1	3633	4	du Parc	du Parc	June 2011	du Parc	2
#FB8072	1	2121	4	du Parc	du Parc	July 2011	du Parc	2
#FB8072	1	2499	4	du Parc	du Parc	August 2011	du Parc	2
#FB8072	1	4245	4	du Parc	du Parc	September 2011	du Parc	2
#FB8072	1	790	4	du Parc	du Parc	October 2011	du Parc	2
#FB8072	1	2750	4	du Parc	du Parc	November 2011	du Parc	2
#FB8072	1	26	4	du Parc	du Parc	January 2012	du Parc	2
#FB8072	1	71	4	du Parc	du Parc	February 2012	du Parc	2
#FB8072	1	63	4	du Parc	du Parc	March 2012	du Parc	2
#FB8072	1	471	4	du Parc	du Parc	April 2012	du Parc	2
#FB8072	1	1516	4	du Parc	du Parc	May 2012	du Parc	2
#FB8072	1	3895	4	du Parc	du Parc	June 2012	du Parc	2
#FB8072	1	1777	4	du Parc	du Parc	July 2012	du Parc	2
#FB8072	1	2810	4	du Parc	du Parc	August 2012	du Parc	2
#FB8072	1	1887	4	du Parc	du Parc	September 2012	du Parc	2
#FB8072	1	2582	4	du Parc	du Parc	October 2012	du Parc	2
#FB8072	1	2076	4	du Parc	du Parc	November 2012	du Parc	2
#FB8072	1	6	4	du Parc	du Parc	January 2013	du Parc	2
#FB8072	1	159	4	du Parc	du Parc	February 2013	du Parc	2
#FB8072	1	172	4	du Parc	du Parc	March 2013	du Parc	2
#FB8072	1	343	4	du Parc	du Parc	April 2013	du Parc	2
#FB8072	1	3672	4	du Parc	du Parc	May 2013	du Parc	2
#FB8072	1	1805	4	du Parc	du Parc	June 2013	du Parc	2
#FB8072	1	1713	4	du Parc	du Parc	July 2013	du Parc	2
#FB8072	1	2421	4	du Parc	du Parc	August 2013	du Parc	2
#FB8072	1	1913	4	du Parc	du Parc	September 2013	du Parc	2
#FB8072	2	2257	4	du Parc	du Parc	November 2010	du Parc	2
#FB8072	2	994	4	du Parc	du Parc	December 2010	du Parc	2
#FB8072	2	68	4	du Parc	du Parc	January 2011	du Parc	2
#FB8072	2	59	4	du Parc	du Parc	February 2011	du Parc	2
#FB8072	2	165	4	du Parc	du Parc	March 2011	du Parc	2
#FB8072	2	645	4	du Parc	du Parc	April 2011	du Parc	2
#FB8072	2	1930	4	du Parc	du Parc	May 2011	du Parc	2
#FB8072	2	2987	4	du Parc	du Parc	June 2011	du Parc	2
#FB8072	2	2280	4	du Parc	du Parc	July 2011	du Parc	2
#FB8072	2	3195	4	du Parc	du Parc	August 2011	du Parc	2
#FB8072	2	3809	4	du Parc	du Parc	September 2011	du Parc	2
#FB8072	2	403	4	du Parc	du Parc	October 2011	du Parc	2
#FB8072	2	2943	4	du Parc	du Parc	November 2011	du Parc	2
#FB8072	2	53	4	du Parc	du Parc	January 2012	du Parc	2
#FB8072	2	128	4	du Parc	du Parc	February 2012	du Parc	2
#FB8072	2	77	4	du Parc	du Parc	March 2012	du Parc	2
#FB8072	2	1614	4	du Parc	du Parc	April 2012	du Parc	2
#FB8072	2	2508	4	du Parc	du Parc	May 2012	du Parc	2
#FB8072	2	628	4	du Parc	du Parc	June 2012	du Parc	2
#FB8072	2	1883	4	du Parc	du Parc	July 2012	du Parc	2
#FB8072	2	3329	4	du Parc	du Parc	August 2012	du Parc	2
#FB8072	2	1788	4	du Parc	du Parc	September 2012	du Parc	2
#FB8072	2	3732	4	du Parc	du Parc	October 2012	du Parc	2
#FB8072	2	1392	4	du Parc	du Parc	November 2012	du Parc	2
#FB8072	2	18	4	du Parc	du Parc	January 2013	du Parc	2
#FB8072	2	55	4	du Parc	du Parc	February 2013	du Parc	2
#FB8072	2	79	4	du Parc	du Parc	March 2013	du Parc	2
#FB8072	2	840	4	du Parc	du Parc	April 2013	du Parc	2
#FB8072	2	3732	4	du Parc	du Parc	May 2013	du Parc	2
#FB8072	2	1542	4	du Parc	du Parc	June 2013	du Parc	2
#FB8072	2	2994	4	du Parc	du Parc	July 2013	du Parc	2
#FB8072	2	2569	4	du Parc	du Parc	August 2013	du Parc	2
#FB8072	2	929	4	du Parc	du Parc	September 2013	du Parc	2
#FB8072	3	2291	4	du Parc	du Parc	November 2010	du Parc	2
#FB8072	3	973	4	du Parc	du Parc	December 2010	du Parc	2
#FB8072	3	205	4	du Parc	du Parc	January 2011	du Parc	2
#FB8072	3	108	4	du Parc	du Parc	February 2011	du Parc	2
#FB8072	3	178	4	du Parc	du Parc	March 2011	du Parc	2
#FB8072	3	707	4	du Parc	du Parc	April 2011	du Parc	2
#FB8072	3	1396	4	du Parc	du Parc	May 2011	du Parc	2
#FB8072	3	4125	4	du Parc	du Parc	June 2011	du Parc	2
#FB8072	3	1966	4	du Parc	du Parc	July 2011	du Parc	2
#FB8072	3	3754	4	du Parc	du Parc	August 2011	du Parc	2
#FB8072	3	1702	4	du Parc	du Parc	September 2011	du Parc	2
#FB8072	3	2137	4	du Parc	du Parc	October 2011	du Parc	2
#FB8072	3	531	4	du Parc	du Parc	November 2011	du Parc	2
#FB8072	3	89	4	du Parc	du Parc	January 2012	du Parc	2
#FB8072	3	111	4	du Parc	du Parc	February 2012	du Parc	2
#FB8072	3	47	4	du Parc	du Parc	March 2012	du Parc	2
#FB8072	3	1880	4	du Parc	du Parc	April 2012	du Parc	2
#FB8072	3	2577	4	du Parc	du Parc	May 2012	du Parc	2
#FB8072	3	2324	4	du Parc	du Parc	June 2012	du Parc	2
#FB8072	3	3896	4	du Parc	du Parc	July 2012	du Parc	2
#FB8072	3	2789	4	du Parc	du Parc	August 2012	du Parc	2
#FB8072	3	1620	4	du Parc	du Parc	September 2012	du Parc	2
#FB8072	3	3415	4	du Parc	du Parc	October 2012	du Parc	2
#FB8072	3	713	4	du Parc	du Parc	November 2012	du Parc	2
#FB8072	3	22	4	du Parc	du Parc	January 2013	du Parc	2
#FB8072	3	27	4	du Parc	du Parc	February 2013	du Parc	2
#FB8072	3	46	4	du Parc	du Parc	March 2013	du Parc	2
#FB8072	3	869	4	du Parc	du Parc	April 2013	du Parc	2
#FB8072	3	3508	4	du Parc	du Parc	May 2013	du Parc	2
#FB8072	3	3322	4	du Parc	du Parc	June 2013	du Parc	2
#FB8072	3	3798	4	du Parc	du Parc	July 2013	du Parc	2
#FB8072	3	1584	4	du Parc	du Parc	August 2013	du Parc	2
#FB8072	3	3683	4	du Parc	du Parc	September 2013	du Parc	2
#FB8072	4	1554	4	du Parc	du Parc	November 2010	du Parc	2
#FB8072	4	242	4	du Parc	du Parc	December 2010	du Parc	2
#FB8072	4	250	4	du Parc	du Parc	January 2011	du Parc	2
#FB8072	4	119	4	du Parc	du Parc	February 2011	du Parc	2
#FB8072	4	200	4	du Parc	du Parc	March 2011	du Parc	2
#FB8072	4	589	4	du Parc	du Parc	April 2011	du Parc	2
#FB8072	4	1031	4	du Parc	du Parc	May 2011	du Parc	2
#FB8072	4	2466	4	du Parc	du Parc	June 2011	du Parc	2
#FB8072	4	3932	4	du Parc	du Parc	July 2011	du Parc	2
#FB8072	4	3396	4	du Parc	du Parc	August 2011	du Parc	2
#FB8072	4	1234	4	du Parc	du Parc	September 2011	du Parc	2
#FB8072	4	2849	4	du Parc	du Parc	October 2011	du Parc	2
#FB8072	4	111	4	du Parc	du Parc	January 2012	du Parc	2
#FB8072	4	44	4	du Parc	du Parc	February 2012	du Parc	2
#FB8072	4	60	4	du Parc	du Parc	March 2012	du Parc	2
#FB8072	4	1666	4	du Parc	du Parc	April 2012	du Parc	2
#FB8072	4	1823	4	du Parc	du Parc	May 2012	du Parc	2
#FB8072	4	2168	4	du Parc	du Parc	June 2012	du Parc	2
#FB8072	4	3070	4	du Parc	du Parc	July 2012	du Parc	2
#FB8072	4	1769	4	du Parc	du Parc	August 2012	du Parc	2
#FB8072	4	3006	4	du Parc	du Parc	September 2012	du Parc	2
#FB8072	4	3066	4	du Parc	du Parc	October 2012	du Parc	2
#FB8072	4	692	4	du Parc	du Parc	November 2012	du Parc	2
#FB8072	4	16	4	du Parc	du Parc	January 2013	du Parc	2
#FB8072	4	163	4	du Parc	du Parc	February 2013	du Parc	2
#FB8072	4	135	4	du Parc	du Parc	March 2013	du Parc	2
#FB8072	4	1243	4	du Parc	du Parc	April 2013	du Parc	2
#FB8072	4	2176	4	du Parc	du Parc	May 2013	du Parc	2
#FB8072	4	3546	4	du Parc	du Parc	June 2013	du Parc	2
#FB8072	4	3588	4	du Parc	du Parc	July 2013	du Parc	2
#FB8072	4	1266	4	du Parc	du Parc	August 2013	du Parc	2
#FB8072	4	3884	4	du Parc	du Parc	September 2013	du Parc	2
#FB8072	5	1056	4	du Parc	du Parc	November 2010	du Parc	2
#FB8072	5	204	4	du Parc	du Parc	December 2010	du Parc	2
#FB8072	5	250	4	du Parc	du Parc	January 2011	du Parc	2
#FB8072	5	69	4	du Parc	du Parc	February 2011	du Parc	2
#FB8072	5	58	4	du Parc	du Parc	March 2011	du Parc	2
#FB8072	5	689	4	du Parc	du Parc	April 2011	du Parc	2
#FB8072	5	975	4	du Parc	du Parc	May 2011	du Parc	2
#FB8072	5	3531	4	du Parc	du Parc	June 2011	du Parc	2
#FB8072	5	3935	4	du Parc	du Parc	July 2011	du Parc	2
#FB8072	5	3018	4	du Parc	du Parc	August 2011	du Parc	2
#FB8072	5	639	4	du Parc	du Parc	September 2011	du Parc	2
#FB8072	5	3612	4	du Parc	du Parc	October 2011	du Parc	2
#FB8072	5	97	4	du Parc	du Parc	January 2012	du Parc	2
#FB8072	5	54	4	du Parc	du Parc	February 2012	du Parc	2
#FB8072	5	157	4	du Parc	du Parc	March 2012	du Parc	2
#FB8072	5	1699	4	du Parc	du Parc	April 2012	du Parc	2
#FB8072	5	1779	4	du Parc	du Parc	May 2012	du Parc	2
#FB8072	5	3786	4	du Parc	du Parc	June 2012	du Parc	2
#FB8072	5	3816	4	du Parc	du Parc	July 2012	du Parc	2
#FB8072	5	970	4	du Parc	du Parc	August 2012	du Parc	2
#FB8072	5	4061	4	du Parc	du Parc	September 2012	du Parc	2
#FB8072	5	2844	4	du Parc	du Parc	October 2012	du Parc	2
#FB8072	5	2143	4	du Parc	du Parc	November 2012	du Parc	2
#FB8072	5	12	4	du Parc	du Parc	January 2013	du Parc	2
#FB8072	5	188	4	du Parc	du Parc	February 2013	du Parc	2
#FB8072	5	171	4	du Parc	du Parc	March 2013	du Parc	2
#FB8072	5	761	4	du Parc	du Parc	April 2013	du Parc	2
#FB8072	5	2370	4	du Parc	du Parc	May 2013	du Parc	2
#FB8072	5	3850	4	du Parc	du Parc	June 2013	du Parc	2
#FB8072	5	3168	4	du Parc	du Parc	July 2013	du Parc	2
#FB8072	5	3255	4	du Parc	du Parc	August 2013	du Parc	2
#FB8072	5	3983	4	du Parc	du Parc	September 2013	du Parc	2
#FB8072	6	1074	4	du Parc	du Parc	October 2010	du Parc	2
#FB8072	6	813	4	du Parc	du Parc	November 2010	du Parc	2
#FB8072	6	340	4	du Parc	du Parc	December 2010	du Parc	2
#FB8072	6	261	4	du Parc	du Parc	January 2011	du Parc	2
#FB8072	6	55	4	du Parc	du Parc	February 2011	du Parc	2
#FB8072	6	32	4	du Parc	du Parc	March 2011	du Parc	2
#FB8072	6	1211	4	du Parc	du Parc	April 2011	du Parc	2
#FB8072	6	2023	4	du Parc	du Parc	May 2011	du Parc	2
#FB8072	6	3919	4	du Parc	du Parc	June 2011	du Parc	2
#FB8072	6	3113	4	du Parc	du Parc	July 2011	du Parc	2
#FB8072	6	1765	4	du Parc	du Parc	August 2011	du Parc	2
#FB8072	6	3868	4	du Parc	du Parc	September 2011	du Parc	2
#FB8072	6	3401	4	du Parc	du Parc	October 2011	du Parc	2
#FB8072	6	86	4	du Parc	du Parc	January 2012	du Parc	2
#FB8072	6	167	4	du Parc	du Parc	February 2012	du Parc	2
