colour	x	y	key	tooltip	clickSelects	showSelected1	showSelected2	PANEL	fill
#A799FF	18	1658	18 Côte-Sainte-Catherine	1658 cyclists counted at Côte-Sainte-Catherine on 2010-10-18	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	19	1745	19 Côte-Sainte-Catherine	1745 cyclists counted at Côte-Sainte-Catherine on 2010-10-19	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	20	1731	20 Côte-Sainte-Catherine	1731 cyclists counted at Côte-Sainte-Catherine on 2010-10-20	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	21	709	21 Côte-Sainte-Catherine	709 cyclists counted at Côte-Sainte-Catherine on 2010-10-21	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	22	1111	22 Côte-Sainte-Catherine	1111 cyclists counted at Côte-Sainte-Catherine on 2010-10-22	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	23	651	23 Côte-Sainte-Catherine	651 cyclists counted at Côte-Sainte-Catherine on 2010-10-23	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	24	395	24 Côte-Sainte-Catherine	395 cyclists counted at Côte-Sainte-Catherine on 2010-10-24	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	25	608	25 Côte-Sainte-Catherine	608 cyclists counted at Côte-Sainte-Catherine on 2010-10-25	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	26	1193	26 Côte-Sainte-Catherine	1193 cyclists counted at Côte-Sainte-Catherine on 2010-10-26	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	27	1469	27 Côte-Sainte-Catherine	1469 cyclists counted at Côte-Sainte-Catherine on 2010-10-27	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	28	1318	28 Côte-Sainte-Catherine	1318 cyclists counted at Côte-Sainte-Catherine on 2010-10-28	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	29	897	29 Côte-Sainte-Catherine	897 cyclists counted at Côte-Sainte-Catherine on 2010-10-29	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	30	376	30 Côte-Sainte-Catherine	376 cyclists counted at Côte-Sainte-Catherine on 2010-10-30	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	31	305	31 Côte-Sainte-Catherine	305 cyclists counted at Côte-Sainte-Catherine on 2010-10-31	C�te-Sainte-Catherine	C�te-Sainte-Catherine	October 2010	2	#A799FF
#A799FF	1	1216	1 Côte-Sainte-Catherine	1216 cyclists counted at Côte-Sainte-Catherine on 2010-11-01	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	2	1362	2 Côte-Sainte-Catherine	1362 cyclists counted at Côte-Sainte-Catherine on 2010-11-02	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	3	1405	3 Côte-Sainte-Catherine	1405 cyclists counted at Côte-Sainte-Catherine on 2010-11-03	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	4	761	4 Côte-Sainte-Catherine	761 cyclists counted at Côte-Sainte-Catherine on 2010-11-04	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	5	509	5 Côte-Sainte-Catherine	509 cyclists counted at Côte-Sainte-Catherine on 2010-11-05	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	6	486	6 Côte-Sainte-Catherine	486 cyclists counted at Côte-Sainte-Catherine on 2010-11-06	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	7	474	7 Côte-Sainte-Catherine	474 cyclists counted at Côte-Sainte-Catherine on 2010-11-07	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	8	809	8 Côte-Sainte-Catherine	809 cyclists counted at Côte-Sainte-Catherine on 2010-11-08	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	9	1142	9 Côte-Sainte-Catherine	1142 cyclists counted at Côte-Sainte-Catherine on 2010-11-09	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	10	1273	10 Côte-Sainte-Catherine	1273 cyclists counted at Côte-Sainte-Catherine on 2010-11-10	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	11	1224	11 Côte-Sainte-Catherine	1224 cyclists counted at Côte-Sainte-Catherine on 2010-11-11	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	12	1078	12 Côte-Sainte-Catherine	1078 cyclists counted at Côte-Sainte-Catherine on 2010-11-12	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	13	552	13 Côte-Sainte-Catherine	552 cyclists counted at Côte-Sainte-Catherine on 2010-11-13	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	14	510	14 Côte-Sainte-Catherine	510 cyclists counted at Côte-Sainte-Catherine on 2010-11-14	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	15	1145	15 Côte-Sainte-Catherine	1145 cyclists counted at Côte-Sainte-Catherine on 2010-11-15	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	16	1335	16 Côte-Sainte-Catherine	1335 cyclists counted at Côte-Sainte-Catherine on 2010-11-16	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	17	515	17 Côte-Sainte-Catherine	515 cyclists counted at Côte-Sainte-Catherine on 2010-11-17	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	18	1074	18 Côte-Sainte-Catherine	1074 cyclists counted at Côte-Sainte-Catherine on 2010-11-18	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	19	770	19 Côte-Sainte-Catherine	770 cyclists counted at Côte-Sainte-Catherine on 2010-11-19	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	20	353	20 Côte-Sainte-Catherine	353 cyclists counted at Côte-Sainte-Catherine on 2010-11-20	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	21	288	21 Côte-Sainte-Catherine	288 cyclists counted at Côte-Sainte-Catherine on 2010-11-21	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	22	503	22 Côte-Sainte-Catherine	503 cyclists counted at Côte-Sainte-Catherine on 2010-11-22	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	23	487	23 Côte-Sainte-Catherine	487 cyclists counted at Côte-Sainte-Catherine on 2010-11-23	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	24	733	24 Côte-Sainte-Catherine	733 cyclists counted at Côte-Sainte-Catherine on 2010-11-24	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	25	606	25 Côte-Sainte-Catherine	606 cyclists counted at Côte-Sainte-Catherine on 2010-11-25	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	26	201	26 Côte-Sainte-Catherine	201 cyclists counted at Côte-Sainte-Catherine on 2010-11-26	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	27	29	27 Côte-Sainte-Catherine	29 cyclists counted at Côte-Sainte-Catherine on 2010-11-27	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	28	16	28 Côte-Sainte-Catherine	16 cyclists counted at Côte-Sainte-Catherine on 2010-11-28	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	29	158	29 Côte-Sainte-Catherine	158 cyclists counted at Côte-Sainte-Catherine on 2010-11-29	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	30	312	30 Côte-Sainte-Catherine	312 cyclists counted at Côte-Sainte-Catherine on 2010-11-30	C�te-Sainte-Catherine	C�te-Sainte-Catherine	November 2010	2	#A799FF
#A799FF	1	229	1 Côte-Sainte-Catherine	229 cyclists counted at Côte-Sainte-Catherine on 2010-12-01	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	2	454	2 Côte-Sainte-Catherine	454 cyclists counted at Côte-Sainte-Catherine on 2010-12-02	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	3	523	3 Côte-Sainte-Catherine	523 cyclists counted at Côte-Sainte-Catherine on 2010-12-03	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	4	137	4 Côte-Sainte-Catherine	137 cyclists counted at Côte-Sainte-Catherine on 2010-12-04	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	5	51	5 Côte-Sainte-Catherine	51 cyclists counted at Côte-Sainte-Catherine on 2010-12-05	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	6	118	6 Côte-Sainte-Catherine	118 cyclists counted at Côte-Sainte-Catherine on 2010-12-06	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	10	24	10 Côte-Sainte-Catherine	24 cyclists counted at Côte-Sainte-Catherine on 2010-12-10	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	11	8	11 Côte-Sainte-Catherine	8 cyclists counted at Côte-Sainte-Catherine on 2010-12-11	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	12	1	12 Côte-Sainte-Catherine	1 cyclists counted at Côte-Sainte-Catherine on 2010-12-12	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	13	15	13 Côte-Sainte-Catherine	15 cyclists counted at Côte-Sainte-Catherine on 2010-12-13	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	15	1	15 Côte-Sainte-Catherine	1 cyclists counted at Côte-Sainte-Catherine on 2010-12-15	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	17	8	17 Côte-Sainte-Catherine	8 cyclists counted at Côte-Sainte-Catherine on 2010-12-17	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	18	1	18 Côte-Sainte-Catherine	1 cyclists counted at Côte-Sainte-Catherine on 2010-12-18	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	20	14	20 Côte-Sainte-Catherine	14 cyclists counted at Côte-Sainte-Catherine on 2010-12-20	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	21	8	21 Côte-Sainte-Catherine	8 cyclists counted at Côte-Sainte-Catherine on 2010-12-21	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	22	6	22 Côte-Sainte-Catherine	6 cyclists counted at Côte-Sainte-Catherine on 2010-12-22	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	30	1	30 Côte-Sainte-Catherine	1 cyclists counted at Côte-Sainte-Catherine on 2010-12-30	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#A799FF	31	1	31 Côte-Sainte-Catherine	1 cyclists counted at Côte-Sainte-Catherine on 2010-12-31	C�te-Sainte-Catherine	C�te-Sainte-Catherine	December 2010	2	#A799FF
#0591F5	1	17	1 Maisonneuve 1	17 cyclists counted at Maisonneuve 1 on 2010-01-01	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	2	24	2 Maisonneuve 1	24 cyclists counted at Maisonneuve 1 on 2010-01-02	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	3	22	3 Maisonneuve 1	22 cyclists counted at Maisonneuve 1 on 2010-01-03	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	4	71	4 Maisonneuve 1	71 cyclists counted at Maisonneuve 1 on 2010-01-04	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	5	88	5 Maisonneuve 1	88 cyclists counted at Maisonneuve 1 on 2010-01-05	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	6	102	6 Maisonneuve 1	102 cyclists counted at Maisonneuve 1 on 2010-01-06	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	7	111	7 Maisonneuve 1	111 cyclists counted at Maisonneuve 1 on 2010-01-07	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	8	125	8 Maisonneuve 1	125 cyclists counted at Maisonneuve 1 on 2010-01-08	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	9	49	9 Maisonneuve 1	49 cyclists counted at Maisonneuve 1 on 2010-01-09	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	10	49	10 Maisonneuve 1	49 cyclists counted at Maisonneuve 1 on 2010-01-10	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	11	125	11 Maisonneuve 1	125 cyclists counted at Maisonneuve 1 on 2010-01-11	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	12	151	12 Maisonneuve 1	151 cyclists counted at Maisonneuve 1 on 2010-01-12	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	13	113	13 Maisonneuve 1	113 cyclists counted at Maisonneuve 1 on 2010-01-13	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	14	161	14 Maisonneuve 1	161 cyclists counted at Maisonneuve 1 on 2010-01-14	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	15	174	15 Maisonneuve 1	174 cyclists counted at Maisonneuve 1 on 2010-01-15	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	16	68	16 Maisonneuve 1	68 cyclists counted at Maisonneuve 1 on 2010-01-16	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	17	62	17 Maisonneuve 1	62 cyclists counted at Maisonneuve 1 on 2010-01-17	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	18	152	18 Maisonneuve 1	152 cyclists counted at Maisonneuve 1 on 2010-01-18	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	19	173	19 Maisonneuve 1	173 cyclists counted at Maisonneuve 1 on 2010-01-19	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	20	177	20 Maisonneuve 1	177 cyclists counted at Maisonneuve 1 on 2010-01-20	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	21	197	21 Maisonneuve 1	197 cyclists counted at Maisonneuve 1 on 2010-01-21	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	22	202	22 Maisonneuve 1	202 cyclists counted at Maisonneuve 1 on 2010-01-22	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	23	90	23 Maisonneuve 1	90 cyclists counted at Maisonneuve 1 on 2010-01-23	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	24	75	24 Maisonneuve 1	75 cyclists counted at Maisonneuve 1 on 2010-01-24	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	25	97	25 Maisonneuve 1	97 cyclists counted at Maisonneuve 1 on 2010-01-25	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	26	186	26 Maisonneuve 1	186 cyclists counted at Maisonneuve 1 on 2010-01-26	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	27	198	27 Maisonneuve 1	198 cyclists counted at Maisonneuve 1 on 2010-01-27	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	28	154	28 Maisonneuve 1	154 cyclists counted at Maisonneuve 1 on 2010-01-28	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	29	92	29 Maisonneuve 1	92 cyclists counted at Maisonneuve 1 on 2010-01-29	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	30	37	30 Maisonneuve 1	37 cyclists counted at Maisonneuve 1 on 2010-01-30	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	31	53	31 Maisonneuve 1	53 cyclists counted at Maisonneuve 1 on 2010-01-31	Maisonneuve 1	Maisonneuve 1	January 2010	2	#0591F5
#0591F5	1	111	1 Maisonneuve 1	111 cyclists counted at Maisonneuve 1 on 2010-02-01	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	2	136	2 Maisonneuve 1	136 cyclists counted at Maisonneuve 1 on 2010-02-02	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	3	159	3 Maisonneuve 1	159 cyclists counted at Maisonneuve 1 on 2010-02-03	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	4	163	4 Maisonneuve 1	163 cyclists counted at Maisonneuve 1 on 2010-02-04	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	5	181	5 Maisonneuve 1	181 cyclists counted at Maisonneuve 1 on 2010-02-05	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	6	70	6 Maisonneuve 1	70 cyclists counted at Maisonneuve 1 on 2010-02-06	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	7	65	7 Maisonneuve 1	65 cyclists counted at Maisonneuve 1 on 2010-02-07	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	8	147	8 Maisonneuve 1	147 cyclists counted at Maisonneuve 1 on 2010-02-08	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	9	199	9 Maisonneuve 1	199 cyclists counted at Maisonneuve 1 on 2010-02-09	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	10	199	10 Maisonneuve 1	199 cyclists counted at Maisonneuve 1 on 2010-02-10	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	11	233	11 Maisonneuve 1	233 cyclists counted at Maisonneuve 1 on 2010-02-11	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	12	218	12 Maisonneuve 1	218 cyclists counted at Maisonneuve 1 on 2010-02-12	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	13	90	13 Maisonneuve 1	90 cyclists counted at Maisonneuve 1 on 2010-02-13	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	14	66	14 Maisonneuve 1	66 cyclists counted at Maisonneuve 1 on 2010-02-14	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	15	169	15 Maisonneuve 1	169 cyclists counted at Maisonneuve 1 on 2010-02-15	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	16	220	16 Maisonneuve 1	220 cyclists counted at Maisonneuve 1 on 2010-02-16	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	17	225	17 Maisonneuve 1	225 cyclists counted at Maisonneuve 1 on 2010-02-17	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	18	239	18 Maisonneuve 1	239 cyclists counted at Maisonneuve 1 on 2010-02-18	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	19	170	19 Maisonneuve 1	170 cyclists counted at Maisonneuve 1 on 2010-02-19	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	20	74	20 Maisonneuve 1	74 cyclists counted at Maisonneuve 1 on 2010-02-20	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	21	75	21 Maisonneuve 1	75 cyclists counted at Maisonneuve 1 on 2010-02-21	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	22	195	22 Maisonneuve 1	195 cyclists counted at Maisonneuve 1 on 2010-02-22	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	23	151	23 Maisonneuve 1	151 cyclists counted at Maisonneuve 1 on 2010-02-23	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	24	123	24 Maisonneuve 1	123 cyclists counted at Maisonneuve 1 on 2010-02-24	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	25	149	25 Maisonneuve 1	149 cyclists counted at Maisonneuve 1 on 2010-02-25	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	26	127	26 Maisonneuve 1	127 cyclists counted at Maisonneuve 1 on 2010-02-26	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	27	99	27 Maisonneuve 1	99 cyclists counted at Maisonneuve 1 on 2010-02-27	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	28	80	28 Maisonneuve 1	80 cyclists counted at Maisonneuve 1 on 2010-02-28	Maisonneuve 1	Maisonneuve 1	February 2010	2	#0591F5
#0591F5	1	255	1 Maisonneuve 1	255 cyclists counted at Maisonneuve 1 on 2010-03-01	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	2	347	2 Maisonneuve 1	347 cyclists counted at Maisonneuve 1 on 2010-03-02	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	3	393	3 Maisonneuve 1	393 cyclists counted at Maisonneuve 1 on 2010-03-03	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	4	431	4 Maisonneuve 1	431 cyclists counted at Maisonneuve 1 on 2010-03-04	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	5	407	5 Maisonneuve 1	407 cyclists counted at Maisonneuve 1 on 2010-03-05	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	6	356	6 Maisonneuve 1	356 cyclists counted at Maisonneuve 1 on 2010-03-06	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	7	322	7 Maisonneuve 1	322 cyclists counted at Maisonneuve 1 on 2010-03-07	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	8	591	8 Maisonneuve 1	591 cyclists counted at Maisonneuve 1 on 2010-03-08	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	9	650	9 Maisonneuve 1	650 cyclists counted at Maisonneuve 1 on 2010-03-09	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	10	759	10 Maisonneuve 1	759 cyclists counted at Maisonneuve 1 on 2010-03-10	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	11	789	11 Maisonneuve 1	789 cyclists counted at Maisonneuve 1 on 2010-03-11	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	12	671	12 Maisonneuve 1	671 cyclists counted at Maisonneuve 1 on 2010-03-12	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	13	454	13 Maisonneuve 1	454 cyclists counted at Maisonneuve 1 on 2010-03-13	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	14	96	14 Maisonneuve 1	96 cyclists counted at Maisonneuve 1 on 2010-03-14	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	15	742	15 Maisonneuve 1	742 cyclists counted at Maisonneuve 1 on 2010-03-15	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	16	1115	16 Maisonneuve 1	1115 cyclists counted at Maisonneuve 1 on 2010-03-16	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	17	1129	17 Maisonneuve 1	1129 cyclists counted at Maisonneuve 1 on 2010-03-17	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	18	1070	18 Maisonneuve 1	1070 cyclists counted at Maisonneuve 1 on 2010-03-18	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	19	1188	19 Maisonneuve 1	1188 cyclists counted at Maisonneuve 1 on 2010-03-19	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	20	460	20 Maisonneuve 1	460 cyclists counted at Maisonneuve 1 on 2010-03-20	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	21	225	21 Maisonneuve 1	225 cyclists counted at Maisonneuve 1 on 2010-03-21	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	22	684	22 Maisonneuve 1	684 cyclists counted at Maisonneuve 1 on 2010-03-22	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	23	199	23 Maisonneuve 1	199 cyclists counted at Maisonneuve 1 on 2010-03-23	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	24	680	24 Maisonneuve 1	680 cyclists counted at Maisonneuve 1 on 2010-03-24	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	25	955	25 Maisonneuve 1	955 cyclists counted at Maisonneuve 1 on 2010-03-25	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	26	593	26 Maisonneuve 1	593 cyclists counted at Maisonneuve 1 on 2010-03-26	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	27	358	27 Maisonneuve 1	358 cyclists counted at Maisonneuve 1 on 2010-03-27	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	28	289	28 Maisonneuve 1	289 cyclists counted at Maisonneuve 1 on 2010-03-28	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	29	319	29 Maisonneuve 1	319 cyclists counted at Maisonneuve 1 on 2010-03-29	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	30	729	30 Maisonneuve 1	729 cyclists counted at Maisonneuve 1 on 2010-03-30	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	31	821	31 Maisonneuve 1	821 cyclists counted at Maisonneuve 1 on 2010-03-31	Maisonneuve 1	Maisonneuve 1	March 2010	2	#0591F5
#0591F5	1	1322	1 Maisonneuve 1	1322 cyclists counted at Maisonneuve 1 on 2010-04-01	Maisonneuve 1	Maisonneuve 1	April 2010	2	#0591F5
#0591F5	2	1217	2 Maisonneuve 1	1217 cyclists counted at Maisonneuve 1 on 2010-04-02	Maisonneuve 1	Maisonneuve 1	April 2010	2	#0591F5
#0591F5	3	1185	3 Maisonneuve 1	1185 cyclists counted at Maisonneuve 1 on 2010-04-03	Maisonneuve 1	Maisonneuve 1	April 2010	2	#0591F5
#0591F5	4	744	4 Maisonneuve 1	744 cyclists counted at Maisonneuve 1 on 2010-04-04	Maisonneuve 1	Maisonneuve 1	April 2010	2	#0591F5
