colour	x	y	key	tooltip	clickSelects	showSelected1	showSelected2	PANEL	fill
#32D6BA	1	29	1 Berri	29 cyclists counted at Berri on 2009-01-01	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	2	19	2 Berri	19 cyclists counted at Berri on 2009-01-02	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	3	24	3 Berri	24 cyclists counted at Berri on 2009-01-03	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	4	24	4 Berri	24 cyclists counted at Berri on 2009-01-04	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	5	120	5 Berri	120 cyclists counted at Berri on 2009-01-05	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	6	261	6 Berri	261 cyclists counted at Berri on 2009-01-06	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	7	60	7 Berri	60 cyclists counted at Berri on 2009-01-07	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	8	24	8 Berri	24 cyclists counted at Berri on 2009-01-08	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	9	35	9 Berri	35 cyclists counted at Berri on 2009-01-09	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	10	81	10 Berri	81 cyclists counted at Berri on 2009-01-10	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	11	318	11 Berri	318 cyclists counted at Berri on 2009-01-11	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	12	105	12 Berri	105 cyclists counted at Berri on 2009-01-12	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	13	168	13 Berri	168 cyclists counted at Berri on 2009-01-13	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	14	145	14 Berri	145 cyclists counted at Berri on 2009-01-14	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	15	131	15 Berri	131 cyclists counted at Berri on 2009-01-15	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	16	93	16 Berri	93 cyclists counted at Berri on 2009-01-16	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	17	25	17 Berri	25 cyclists counted at Berri on 2009-01-17	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	18	52	18 Berri	52 cyclists counted at Berri on 2009-01-18	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	19	136	19 Berri	136 cyclists counted at Berri on 2009-01-19	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	20	147	20 Berri	147 cyclists counted at Berri on 2009-01-20	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	21	109	21 Berri	109 cyclists counted at Berri on 2009-01-21	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	22	172	22 Berri	172 cyclists counted at Berri on 2009-01-22	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	23	148	23 Berri	148 cyclists counted at Berri on 2009-01-23	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	24	15	24 Berri	15 cyclists counted at Berri on 2009-01-24	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	25	35	25 Berri	35 cyclists counted at Berri on 2009-01-25	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	26	93	26 Berri	93 cyclists counted at Berri on 2009-01-26	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	27	209	27 Berri	209 cyclists counted at Berri on 2009-01-27	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	28	92	28 Berri	92 cyclists counted at Berri on 2009-01-28	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	29	110	29 Berri	110 cyclists counted at Berri on 2009-01-29	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	30	105	30 Berri	105 cyclists counted at Berri on 2009-01-30	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	31	25	31 Berri	25 cyclists counted at Berri on 2009-01-31	Berri	Berri	January 2009	2	#32D6BA
#32D6BA	1	14	1 Berri	14 cyclists counted at Berri on 2009-02-01	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	2	158	2 Berri	158 cyclists counted at Berri on 2009-02-02	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	3	179	3 Berri	179 cyclists counted at Berri on 2009-02-03	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	4	122	4 Berri	122 cyclists counted at Berri on 2009-02-04	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	5	95	5 Berri	95 cyclists counted at Berri on 2009-02-05	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	6	185	6 Berri	185 cyclists counted at Berri on 2009-02-06	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	7	95	7 Berri	95 cyclists counted at Berri on 2009-02-07	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	8	82	8 Berri	82 cyclists counted at Berri on 2009-02-08	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	9	190	9 Berri	190 cyclists counted at Berri on 2009-02-09	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	10	228	10 Berri	228 cyclists counted at Berri on 2009-02-10	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	11	306	11 Berri	306 cyclists counted at Berri on 2009-02-11	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	12	188	12 Berri	188 cyclists counted at Berri on 2009-02-12	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	13	209	13 Berri	209 cyclists counted at Berri on 2009-02-13	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	14	98	14 Berri	98 cyclists counted at Berri on 2009-02-14	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	15	139	15 Berri	139 cyclists counted at Berri on 2009-02-15	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	16	258	16 Berri	258 cyclists counted at Berri on 2009-02-16	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	17	304	17 Berri	304 cyclists counted at Berri on 2009-02-17	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	18	326	18 Berri	326 cyclists counted at Berri on 2009-02-18	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	19	134	19 Berri	134 cyclists counted at Berri on 2009-02-19	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	20	125	20 Berri	125 cyclists counted at Berri on 2009-02-20	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	21	96	21 Berri	96 cyclists counted at Berri on 2009-02-21	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	22	65	22 Berri	65 cyclists counted at Berri on 2009-02-22	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	23	123	23 Berri	123 cyclists counted at Berri on 2009-02-23	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	24	129	24 Berri	129 cyclists counted at Berri on 2009-02-24	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	25	154	25 Berri	154 cyclists counted at Berri on 2009-02-25	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	26	239	26 Berri	239 cyclists counted at Berri on 2009-02-26	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	27	198	27 Berri	198 cyclists counted at Berri on 2009-02-27	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	28	32	28 Berri	32 cyclists counted at Berri on 2009-02-28	Berri	Berri	February 2009	2	#32D6BA
#32D6BA	1	67	1 Berri	67 cyclists counted at Berri on 2009-03-01	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	2	105	2 Berri	105 cyclists counted at Berri on 2009-03-02	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	3	157	3 Berri	157 cyclists counted at Berri on 2009-03-03	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	4	164	4 Berri	164 cyclists counted at Berri on 2009-03-04	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	5	300	5 Berri	300 cyclists counted at Berri on 2009-03-05	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	6	176	6 Berri	176 cyclists counted at Berri on 2009-03-06	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	7	195	7 Berri	195 cyclists counted at Berri on 2009-03-07	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	8	310	8 Berri	310 cyclists counted at Berri on 2009-03-08	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	9	7	9 Berri	7 cyclists counted at Berri on 2009-03-09	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	10	366	10 Berri	366 cyclists counted at Berri on 2009-03-10	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	11	234	11 Berri	234 cyclists counted at Berri on 2009-03-11	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	12	132	12 Berri	132 cyclists counted at Berri on 2009-03-12	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	13	203	13 Berri	203 cyclists counted at Berri on 2009-03-13	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	14	298	14 Berri	298 cyclists counted at Berri on 2009-03-14	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	15	541	15 Berri	541 cyclists counted at Berri on 2009-03-15	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	16	525	16 Berri	525 cyclists counted at Berri on 2009-03-16	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	17	871	17 Berri	871 cyclists counted at Berri on 2009-03-17	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	18	592	18 Berri	592 cyclists counted at Berri on 2009-03-18	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	19	455	19 Berri	455 cyclists counted at Berri on 2009-03-19	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	20	446	20 Berri	446 cyclists counted at Berri on 2009-03-20	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	21	441	21 Berri	441 cyclists counted at Berri on 2009-03-21	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	22	266	22 Berri	266 cyclists counted at Berri on 2009-03-22	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	23	189	23 Berri	189 cyclists counted at Berri on 2009-03-23	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	24	343	24 Berri	343 cyclists counted at Berri on 2009-03-24	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	25	292	25 Berri	292 cyclists counted at Berri on 2009-03-25	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	26	355	26 Berri	355 cyclists counted at Berri on 2009-03-26	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	27	245	27 Berri	245 cyclists counted at Berri on 2009-03-27	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	28	136	28 Berri	136 cyclists counted at Berri on 2009-03-28	Berri	Berri	March 2009	2	#32D6BA
#32D6BA	17	1286	17 Berri	1286 cyclists counted at Berri on 2009-04-17	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	18	1178	18 Berri	1178 cyclists counted at Berri on 2009-04-18	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	19	2131	19 Berri	2131 cyclists counted at Berri on 2009-04-19	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	20	2709	20 Berri	2709 cyclists counted at Berri on 2009-04-20	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	21	752	21 Berri	752 cyclists counted at Berri on 2009-04-21	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	22	1886	22 Berri	1886 cyclists counted at Berri on 2009-04-22	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	23	2069	23 Berri	2069 cyclists counted at Berri on 2009-04-23	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	24	3132	24 Berri	3132 cyclists counted at Berri on 2009-04-24	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	25	3668	25 Berri	3668 cyclists counted at Berri on 2009-04-25	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	26	1368	26 Berri	1368 cyclists counted at Berri on 2009-04-26	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	27	4051	27 Berri	4051 cyclists counted at Berri on 2009-04-27	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	28	2286	28 Berri	2286 cyclists counted at Berri on 2009-04-28	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	29	3519	29 Berri	3519 cyclists counted at Berri on 2009-04-29	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	30	3520	30 Berri	3520 cyclists counted at Berri on 2009-04-30	Berri	Berri	April 2009	2	#32D6BA
#32D6BA	1	1925	1 Berri	1925 cyclists counted at Berri on 2009-05-01	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	2	2125	2 Berri	2125 cyclists counted at Berri on 2009-05-02	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	3	2662	3 Berri	2662 cyclists counted at Berri on 2009-05-03	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	4	4403	4 Berri	4403 cyclists counted at Berri on 2009-05-04	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	5	4338	5 Berri	4338 cyclists counted at Berri on 2009-05-05	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	6	2757	6 Berri	2757 cyclists counted at Berri on 2009-05-06	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	7	970	7 Berri	970 cyclists counted at Berri on 2009-05-07	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	8	2767	8 Berri	2767 cyclists counted at Berri on 2009-05-08	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	9	1493	9 Berri	1493 cyclists counted at Berri on 2009-05-09	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	10	728	10 Berri	728 cyclists counted at Berri on 2009-05-10	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	11	3982	11 Berri	3982 cyclists counted at Berri on 2009-05-11	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	12	4742	12 Berri	4742 cyclists counted at Berri on 2009-05-12	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	13	5278	13 Berri	5278 cyclists counted at Berri on 2009-05-13	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	14	2344	14 Berri	2344 cyclists counted at Berri on 2009-05-14	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	15	4094	15 Berri	4094 cyclists counted at Berri on 2009-05-15	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	16	784	16 Berri	784 cyclists counted at Berri on 2009-05-16	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	17	1048	17 Berri	1048 cyclists counted at Berri on 2009-05-17	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	18	2442	18 Berri	2442 cyclists counted at Berri on 2009-05-18	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	19	3686	19 Berri	3686 cyclists counted at Berri on 2009-05-19	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	20	3042	20 Berri	3042 cyclists counted at Berri on 2009-05-20	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	21	5728	21 Berri	5728 cyclists counted at Berri on 2009-05-21	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	22	3815	22 Berri	3815 cyclists counted at Berri on 2009-05-22	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	23	3540	23 Berri	3540 cyclists counted at Berri on 2009-05-23	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	24	4775	24 Berri	4775 cyclists counted at Berri on 2009-05-24	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	25	4434	25 Berri	4434 cyclists counted at Berri on 2009-05-25	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	26	4363	26 Berri	4363 cyclists counted at Berri on 2009-05-26	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	27	2075	27 Berri	2075 cyclists counted at Berri on 2009-05-27	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	28	2338	28 Berri	2338 cyclists counted at Berri on 2009-05-28	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	29	1387	29 Berri	1387 cyclists counted at Berri on 2009-05-29	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	30	2063	30 Berri	2063 cyclists counted at Berri on 2009-05-30	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	31	2031	31 Berri	2031 cyclists counted at Berri on 2009-05-31	Berri	Berri	May 2009	2	#32D6BA
#32D6BA	1	3274	1 Berri	3274 cyclists counted at Berri on 2009-06-01	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	2	4325	2 Berri	4325 cyclists counted at Berri on 2009-06-02	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	3	5430	3 Berri	5430 cyclists counted at Berri on 2009-06-03	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	4	5278	4 Berri	5278 cyclists counted at Berri on 2009-06-04	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	5	6028	5 Berri	6028 cyclists counted at Berri on 2009-06-05	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	6	3876	6 Berri	3876 cyclists counted at Berri on 2009-06-06	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	7	2742	7 Berri	2742 cyclists counted at Berri on 2009-06-07	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	8	4973	8 Berri	4973 cyclists counted at Berri on 2009-06-08	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	9	1125	9 Berri	1125 cyclists counted at Berri on 2009-06-09	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	10	3460	10 Berri	3460 cyclists counted at Berri on 2009-06-10	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	11	4449	11 Berri	4449 cyclists counted at Berri on 2009-06-11	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	12	3576	12 Berri	3576 cyclists counted at Berri on 2009-06-12	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	13	4027	13 Berri	4027 cyclists counted at Berri on 2009-06-13	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	14	4313	14 Berri	4313 cyclists counted at Berri on 2009-06-14	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	15	3182	15 Berri	3182 cyclists counted at Berri on 2009-06-15	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	16	5668	16 Berri	5668 cyclists counted at Berri on 2009-06-16	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	17	6320	17 Berri	6320 cyclists counted at Berri on 2009-06-17	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	18	2397	18 Berri	2397 cyclists counted at Berri on 2009-06-18	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	19	2857	19 Berri	2857 cyclists counted at Berri on 2009-06-19	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	20	2590	20 Berri	2590 cyclists counted at Berri on 2009-06-20	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	21	3234	21 Berri	3234 cyclists counted at Berri on 2009-06-21	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	22	5138	22 Berri	5138 cyclists counted at Berri on 2009-06-22	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	23	5799	23 Berri	5799 cyclists counted at Berri on 2009-06-23	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	24	4911	24 Berri	4911 cyclists counted at Berri on 2009-06-24	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	25	4333	25 Berri	4333 cyclists counted at Berri on 2009-06-25	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	26	3680	26 Berri	3680 cyclists counted at Berri on 2009-06-26	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	27	1536	27 Berri	1536 cyclists counted at Berri on 2009-06-27	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	28	3064	28 Berri	3064 cyclists counted at Berri on 2009-06-28	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	29	1004	29 Berri	1004 cyclists counted at Berri on 2009-06-29	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	30	4709	30 Berri	4709 cyclists counted at Berri on 2009-06-30	Berri	Berri	June 2009	2	#32D6BA
#32D6BA	1	4471	1 Berri	4471 cyclists counted at Berri on 2009-07-01	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	2	4432	2 Berri	4432 cyclists counted at Berri on 2009-07-02	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	3	2997	3 Berri	2997 cyclists counted at Berri on 2009-07-03	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	4	2544	4 Berri	2544 cyclists counted at Berri on 2009-07-04	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	5	5121	5 Berri	5121 cyclists counted at Berri on 2009-07-05	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	6	3862	6 Berri	3862 cyclists counted at Berri on 2009-07-06	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	7	3036	7 Berri	3036 cyclists counted at Berri on 2009-07-07	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	8	3744	8 Berri	3744 cyclists counted at Berri on 2009-07-08	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	9	6626	9 Berri	6626 cyclists counted at Berri on 2009-07-09	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	10	6274	10 Berri	6274 cyclists counted at Berri on 2009-07-10	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	11	1876	11 Berri	1876 cyclists counted at Berri on 2009-07-11	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	12	4393	12 Berri	4393 cyclists counted at Berri on 2009-07-12	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	13	3471	13 Berri	3471 cyclists counted at Berri on 2009-07-13	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	14	3537	14 Berri	3537 cyclists counted at Berri on 2009-07-14	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	15	6100	15 Berri	6100 cyclists counted at Berri on 2009-07-15	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	16	3489	16 Berri	3489 cyclists counted at Berri on 2009-07-16	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	17	4859	17 Berri	4859 cyclists counted at Berri on 2009-07-17	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	18	2991	18 Berri	2991 cyclists counted at Berri on 2009-07-18	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	19	3588	19 Berri	3588 cyclists counted at Berri on 2009-07-19	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	20	5607	20 Berri	5607 cyclists counted at Berri on 2009-07-20	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	21	5754	21 Berri	5754 cyclists counted at Berri on 2009-07-21	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	22	3440	22 Berri	3440 cyclists counted at Berri on 2009-07-22	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	23	5124	23 Berri	5124 cyclists counted at Berri on 2009-07-23	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	24	4054	24 Berri	4054 cyclists counted at Berri on 2009-07-24	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	25	4372	25 Berri	4372 cyclists counted at Berri on 2009-07-25	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	26	1801	26 Berri	1801 cyclists counted at Berri on 2009-07-26	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	27	4088	27 Berri	4088 cyclists counted at Berri on 2009-07-27	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	28	5891	28 Berri	5891 cyclists counted at Berri on 2009-07-28	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	29	3754	29 Berri	3754 cyclists counted at Berri on 2009-07-29	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	30	5267	30 Berri	5267 cyclists counted at Berri on 2009-07-30	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	31	3146	31 Berri	3146 cyclists counted at Berri on 2009-07-31	Berri	Berri	July 2009	2	#32D6BA
#32D6BA	1	63	1 Berri	63 cyclists counted at Berri on 2009-08-01	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	2	77	2 Berri	77 cyclists counted at Berri on 2009-08-02	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	3	5904	3 Berri	5904 cyclists counted at Berri on 2009-08-03	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	4	4417	4 Berri	4417 cyclists counted at Berri on 2009-08-04	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	5	5611	5 Berri	5611 cyclists counted at Berri on 2009-08-05	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	6	4197	6 Berri	4197 cyclists counted at Berri on 2009-08-06	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	7	4265	7 Berri	4265 cyclists counted at Berri on 2009-08-07	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	8	4589	8 Berri	4589 cyclists counted at Berri on 2009-08-08	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	9	2775	9 Berri	2775 cyclists counted at Berri on 2009-08-09	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	10	2999	10 Berri	2999 cyclists counted at Berri on 2009-08-10	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	11	3504	11 Berri	3504 cyclists counted at Berri on 2009-08-11	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	12	5538	12 Berri	5538 cyclists counted at Berri on 2009-08-12	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	13	5386	13 Berri	5386 cyclists counted at Berri on 2009-08-13	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	14	4859	14 Berri	4859 cyclists counted at Berri on 2009-08-14	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	15	3916	15 Berri	3916 cyclists counted at Berri on 2009-08-15	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	16	3307	16 Berri	3307 cyclists counted at Berri on 2009-08-16	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	17	4403	17 Berri	4403 cyclists counted at Berri on 2009-08-17	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	18	4382	18 Berri	4382 cyclists counted at Berri on 2009-08-18	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	19	5327	19 Berri	5327 cyclists counted at Berri on 2009-08-19	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	20	3796	20 Berri	3796 cyclists counted at Berri on 2009-08-20	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	21	2832	21 Berri	2832 cyclists counted at Berri on 2009-08-21	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	22	3492	22 Berri	3492 cyclists counted at Berri on 2009-08-22	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	23	2888	23 Berri	2888 cyclists counted at Berri on 2009-08-23	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	24	4120	24 Berri	4120 cyclists counted at Berri on 2009-08-24	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	25	5450	25 Berri	5450 cyclists counted at Berri on 2009-08-25	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	26	4722	26 Berri	4722 cyclists counted at Berri on 2009-08-26	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	27	4707	27 Berri	4707 cyclists counted at Berri on 2009-08-27	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	28	4439	28 Berri	4439 cyclists counted at Berri on 2009-08-28	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	29	1004	29 Berri	1004 cyclists counted at Berri on 2009-08-29	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	30	2277	30 Berri	2277 cyclists counted at Berri on 2009-08-30	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	31	4572	31 Berri	4572 cyclists counted at Berri on 2009-08-31	Berri	Berri	August 2009	2	#32D6BA
#32D6BA	1	5298	1 Berri	5298 cyclists counted at Berri on 2009-09-01	Berri	Berri	September 2009	2	#32D6BA
#32D6BA	2	5451	2 Berri	5451 cyclists counted at Berri on 2009-09-02	Berri	Berri	September 2009	2	#32D6BA
#32D6BA	3	5372	3 Berri	5372 cyclists counted at Berri on 2009-09-03	Berri	Berri	September 2009	2	#32D6BA
#32D6BA	4	4566	4 Berri	4566 cyclists counted at Berri on 2009-09-04	Berri	Berri	September 2009	2	#32D6BA
