fill	x	y	key	tooltip	showSelected2	PANEL
#FEE0D2	1	1	2013-05-01 1	  1 people slightly injured at  STE CATHERINE / LAMBERT CLOSSE 2013-05-01 16:00	people slightly injured	1
#FEE0D2	1	2	2013-05-01 2	  1 people slightly injured at  WESTMOUNT / LANSDOWNE 2013-05-01 16:14	people slightly injured	1
#FEE0D2	1	3	2013-05-01 3	  1 people slightly injured at  ST URBAIN / MAISONNEUVE 2013-05-01 10:00	people slightly injured	1
#FEE0D2	1	4	2013-05-01 4	  1 people slightly injured at  ST LAURENT / VILLERAY 2013-05-01 13:11	people slightly injured	1
#FEE0D2	1	5	2013-05-01 5	  1 people slightly injured at  MARQUETTE / LAURIER E 2013-05-01 7:15	people slightly injured	1
#FEE0D2	1	6	2013-05-01 6	  1 people slightly injured at 273 BERNARD / AV DU PARC 2013-05-01 9:05	people slightly injured	1
#FEE0D2	1	7	2013-05-01 7	  1 people slightly injured at  BD MARC AURELE FORTIN / FILION 2013-05-01 13:05	people slightly injured	1
#FEE0D2	1	8	2013-05-01 8	  1 people slightly injured at  DES FORGES / DE PIERRICHE 2013-05-01 	people slightly injured	1
#FEE0D2	1	9	2013-05-01 9	  1 people slightly injured at  ST FRANCOIS / HENRIETTE CARON 2013-05-01 17:40	people slightly injured	1
#FEE0D2	1	10	2013-05-01 10	  1 people slightly injured at  DES ORMES / DES FRENES 2013-05-01 11:29	people slightly injured	1
#FEE0D2	1	11	2013-05-01 11	  1 people slightly injured at 120 GDE COTE / CURE BOIVIN 2013-05-01 17:56	people slightly injured	1
#FEE0D2	1	12	2013-05-01 12	  1 people slightly injured at  DES FRANCS BOURGEOIS / GDE AL 2013-05-01 20:39	people slightly injured	1
#FEE0D2	1	13	2013-05-01 13	  1 people slightly injured at  RG L ACHIGAN / RG DES COMMISSAIRES 2013-05-01 6:24	people slightly injured	1
#FEE0D2	1	14	2013-05-01 14	  1 people slightly injured at 7 DES OBLATS N / STE ANNE 2013-05-01 12:05	people slightly injured	1
#FB6A4A	1	15	2013-05-01 15	 2 people severely injured, 1 people slightly injured at  D ARGENSON / ST CHARLES 2013-05-01 8:40	people severely injured	1
#A50F15	1	16	2013-05-01 16	1 death,  0 people slightly injured at  BD PIERRE LAPORTE / BRUCE 2013-05-01 17:45	deaths	1
#FEE0D2	2	1	2013-05-02 1	  1 people slightly injured at   / MAISONNEUVE ET UNIVERSITY 2013-05-02 10:30	people slightly injured	1
#FEE0D2	2	2	2013-05-02 2	  1 people slightly injured at  ST DENIS / ROY 2013-05-02 22:38	people slightly injured	1
#FEE0D2	2	3	2013-05-02 3	  1 people slightly injured at  CURE POIRIER O / QUINN 2013-05-02 16:15	people slightly injured	1
#FEE0D2	2	4	2013-05-02 4	  1 people slightly injured at  DEAUVILLE / DOZOIS 2013-05-02 16:30	people slightly injured	1
#FEE0D2	2	5	2013-05-02 5	  1 people slightly injured at  BD SEIGNEURIE E / BD INDUSTRIELLE 2013-05-02 8:51	people slightly injured	1
#FEE0D2	2	6	2013-05-02 6	  1 people slightly injured at 519  /  2013-05-02 15:09	people slightly injured	1
#FEE0D2	2	7	2013-05-02 7	  1 people slightly injured at  FILION / MELANCON 2013-05-02 16:35	people slightly injured	1
#FEE0D2	2	8	2013-05-02 8	  1 people slightly injured at 3020 CH GASCON / A ET W RESTAURANT 2013-05-02 6:59	people slightly injured	1
#FEE0D2	2	9	2013-05-02 9	  1 people slightly injured at  BD STE ANNE / AV THERRIEN 2013-05-02 7:35	people slightly injured	1
#FEE0D2	2	10	2013-05-02 10	  1 people slightly injured at 1300 BD MOODY / ENTR MARCHER METRO 2013-05-02 16:40	people slightly injured	1
#FEE0D2	2	11	2013-05-02 11	  1 people slightly injured at 173 N-D /  2013-05-02 18:44	people slightly injured	1
#FEE0D2	2	12	2013-05-02 12	  1 people slightly injured at 170 JACQUES CARTIER / WEBB 2013-05-02 7:39	people slightly injured	1
#FEE0D2	3	1	2013-05-03 1	  1 people slightly injured at  SHERBROOKE / MOUNTAIN 2013-05-03 17:10	people slightly injured	1
