fill	x	y	key	tooltip	showSelected2	PANEL
#FEE0D2	1	1	2012-07-01 1	  1 people slightly injured at 3600 ST JEAN /  2012-07-01 22:06	people slightly injured	1
#FEE0D2	1	2	2012-07-01 2	  1 people slightly injured at  LAURIER O / CLARK 2012-07-01 21:20	people slightly injured	1
#FEE0D2	1	3	2012-07-01 3	  1 people slightly injured at  ROBERT / ALBANEL 2012-07-01 16:45	people slightly injured	1
#FEE0D2	1	4	2012-07-01 4	  1 people slightly injured at 1055 MTEE DU MOULIN /  2012-07-01 9:40	people slightly injured	1
#FEE0D2	1	5	2012-07-01 5	  1 people slightly injured at   / DE LIVERPOOL 2012-07-01 14:25	people slightly injured	1
#FEE0D2	1	6	2012-07-01 6	  1 people slightly injured at 3023 COLLEGE / QUEEN 2012-07-01 10:20	people slightly injured	1
#FEE0D2	1	7	2012-07-01 7	  1 people slightly injured at  PRINCIPALE / AV FRANK ROBINSON 2012-07-01 8:18	people slightly injured	1
#FEE0D2	1	8	2012-07-01 8	  1 people slightly injured at 430 RIVERSIDE /  2012-07-01 14:25	people slightly injured	1
#FEE0D2	1	9	2012-07-01 9	  1 people slightly injured at  MTEE ROBERT / SAVARIA 2012-07-01 11:05	people slightly injured	1
#FEE0D2	1	10	2012-07-01 10	  1 people slightly injured at  CH WHITE / CH DE MAPLE GROVE 2012-07-01 11:45	people slightly injured	1
#FB6A4A	1	11	2012-07-01 11	 1 person severely injured, 0 people slightly injured at  VOIE DE SERV AUTOBUS BD LAURIER / SCIENCES HUMAINES 2012-07-01 22:00	people severely injured	1
#FEE0D2	2	1	2012-07-02 1	  1 people slightly injured at  BEAUBIEN / ESPLANADE 2012-07-02 4:10	people slightly injured	1
#FEE0D2	2	2	2012-07-02 2	  1 people slightly injured at  ST PAUL / ST PIERRE 2012-07-02 21:55	people slightly injured	1
#FEE0D2	2	3	2012-07-02 3	  1 people slightly injured at 317 CH TIFFIN /  2012-07-02 8:12	people slightly injured	1
#FEE0D2	2	4	2012-07-02 4	  1 people slightly injured at  BD ROME / SARTRE 2012-07-02 11:20	people slightly injured	1
#FEE0D2	2	5	2012-07-02 5	  1 people slightly injured at  MAYRAND / SEMINAIRE N 2012-07-02 14:15	people slightly injured	1
#FEE0D2	2	6	2012-07-02 6	  1 people slightly injured at  L ASSOMPTION / VALMONT 2012-07-02 17:00	people slightly injured	1
#FEE0D2	2	7	2012-07-02 7	  1 people slightly injured at  BD STE ANNE / AV JEAN DE CLERMONT 2012-07-02 17:05	people slightly injured	1
#FEE0D2	2	8	2012-07-02 8	  1 people slightly injured at 3705 CHAUVEAU /  2012-07-02 18:41	people slightly injured	1
#FEE0D2	2	9	2012-07-02 9	  1 people slightly injured at 3 CH DU DOMAINE / CH CARON 2012-07-02 1:51	people slightly injured	1
#FEE0D2	2	10	2012-07-02 10	  1 people slightly injured at   / 69E AV 2012-07-02 12:00	people slightly injured	1
#FEE0D2	3	1	2012-07-03 1	  1 people slightly injured at  BD DES SOURCES / 14E RUE 2012-07-03 17:20	people slightly injured	1
#FEE0D2	3	2	2012-07-03 2	  1 people slightly injured at  LABATT /  2012-07-03 16:35	people slightly injured	1
#FEE0D2	3	3	2012-07-03 3	  1 people slightly injured at  BERNARD / ST DOMINIQUE 2012-07-03 12:10	people slightly injured	1
#FEE0D2	3	4	2012-07-03 4	  1 people slightly injured at  ST ANDRE / BOUCHER 2012-07-03 15:45	people slightly injured	1
