fill	x	y	key	tooltip	showSelected2	PANEL
#FEE0D2	3	1	2014-12-03 1	  1 people slightly injured at 7401 HOCHELAGA /  2014-12-03 7:14	people slightly injured	1
#FEE0D2	9	1	2014-12-09 1	  1 people slightly injured at  COTE STE CATHERINE / ST JOSEPH 2014-12-09 14:50	people slightly injured	1
#FEE0D2	14	1	2014-12-14 1	  1 people slightly injured at  DE L HARMONIE / BD LEVESQUE 2014-12-14 18:00	people slightly injured	1
#FEE0D2	15	1	2014-12-15 1	  1 people slightly injured at 839 7E AV /  2014-12-15 17:44	people slightly injured	1
#FEE0D2	17	1	2014-12-17 1	  1 people slightly injured at 14184 DE LA COLLINE / CHEF CLAUDE SIOUI 2014-12-17 18:19	people slightly injured	1
#FEE0D2	19	1	2014-12-19 1	  1 people slightly injured at  COTE DES NEIGES / DES PINS 2014-12-19 12:22	people slightly injured	1
#FEE0D2	19	2	2014-12-19 2	  1 people slightly injured at  BOUTHILLIER N / FRONTENAC 2014-12-19 19:50	people slightly injured	1
#FEE0D2	26	1	2014-12-26 1	  1 people slightly injured at  BD DU SEMINAIRE N / ST GEORGES 2014-12-26 19:56	people slightly injured	1
#FEE0D2	27	1	2014-12-27 1	  1 people slightly injured at  CH DES PATRIOTES / 1RE RUE 2014-12-27 12:35	people slightly injured	1
#FEE0D2	30	1	2014-12-30 1	  1 people slightly injured at 14965 PIERREFONDS BD / JACQUES BIZARD 2014-12-30 11:55	people slightly injured	1
