colour	x	y	tooltip	clickSelects	showSelected1	PANEL	fill
#FC9D31	1268591400	1270.09677419355	39373 cyclists counted at Maisonneuve 2 in 31 days of March 2010 (mean 1270 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1271269800	2718.26666666667	81548 cyclists counted at Maisonneuve 2 in 30 days of April 2010 (mean 2718 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1273861800	4613.87096774194	143030 cyclists counted at Maisonneuve 2 in 31 days of May 2010 (mean 4613 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1276540200	4868.9	146067 cyclists counted at Maisonneuve 2 in 30 days of June 2010 (mean 4868 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1279132200	5217.8064516129	161752 cyclists counted at Maisonneuve 2 in 31 days of July 2010 (mean 5217 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1281810600	4910.1935483871	152216 cyclists counted at Maisonneuve 2 in 31 days of August 2010 (mean 4910 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1284489000	4559.83333333333	136795 cyclists counted at Maisonneuve 2 in 30 days of September 2010 (mean 4559 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1287081000	3126.58064516129	96924 cyclists counted at Maisonneuve 2 in 31 days of October 2010 (mean 3126 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1289759400	2085.76666666667	62573 cyclists counted at Maisonneuve 2 in 30 days of November 2010 (mean 2085 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1292351400	330.41935483871	10243 cyclists counted at Maisonneuve 2 in 31 days of December 2010 (mean 330 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1295029800	305.903225806452	9483 cyclists counted at Maisonneuve 2 in 31 days of January 2011 (mean 305 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1297708200	271.214285714286	7594 cyclists counted at Maisonneuve 2 in 28 days of February 2011 (mean 271 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1300127400	587.41935483871	18210 cyclists counted at Maisonneuve 2 in 31 days of March 2011 (mean 587 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1302805800	2034.56666666667	61037 cyclists counted at Maisonneuve 2 in 30 days of April 2011 (mean 2034 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1305397800	4137.74193548387	128270 cyclists counted at Maisonneuve 2 in 31 days of May 2011 (mean 4137 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1308076200	5905.7	177171 cyclists counted at Maisonneuve 2 in 30 days of June 2011 (mean 5905 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1310668200	6106.25806451613	189294 cyclists counted at Maisonneuve 2 in 31 days of July 2011 (mean 6106 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1313346600	5573.16129032258	172768 cyclists counted at Maisonneuve 2 in 31 days of August 2011 (mean 5573 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1316025000	5666.93333333333	170008 cyclists counted at Maisonneuve 2 in 30 days of September 2011 (mean 5666 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1318617000	3630.38709677419	112542 cyclists counted at Maisonneuve 2 in 31 days of October 2011 (mean 3630 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1321295400	4193.66666666667	12581 cyclists counted at Maisonneuve 2 in 3 days of November 2011 (mean 4193 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1326565800	249.58064516129	7737 cyclists counted at Maisonneuve 2 in 31 days of January 2012 (mean 249 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1329244200	352.620689655172	10226 cyclists counted at Maisonneuve 2 in 29 days of February 2012 (mean 352 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1331749800	1152.77419354839	35736 cyclists counted at Maisonneuve 2 in 31 days of March 2012 (mean 1152 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1334428200	2859.53333333333	85786 cyclists counted at Maisonneuve 2 in 30 days of April 2012 (mean 2859 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1337020200	4987.38709677419	154609 cyclists counted at Maisonneuve 2 in 31 days of May 2012 (mean 4987 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1339698600	5640.9	169227 cyclists counted at Maisonneuve 2 in 30 days of June 2012 (mean 5640 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1342290600	5892.67741935484	182673 cyclists counted at Maisonneuve 2 in 31 days of July 2012 (mean 5892 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1344969000	5437.29032258065	168556 cyclists counted at Maisonneuve 2 in 31 days of August 2012 (mean 5437 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1347647400	4909.23333333333	147277 cyclists counted at Maisonneuve 2 in 30 days of September 2012 (mean 4909 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1350239400	3721.29032258065	115360 cyclists counted at Maisonneuve 2 in 31 days of October 2012 (mean 3721 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1352917800	2198.8	10994 cyclists counted at Maisonneuve 2 in 5 days of November 2012 (mean 2198 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1358188200	303.034482758621	8788 cyclists counted at Maisonneuve 2 in 29 days of January 2013 (mean 303 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1360866600	317.714285714286	8896 cyclists counted at Maisonneuve 2 in 28 days of February 2013 (mean 317 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1363285800	678.096774193548	21021 cyclists counted at Maisonneuve 2 in 31 days of March 2013 (mean 678 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1365964200	2520.4	75612 cyclists counted at Maisonneuve 2 in 30 days of April 2013 (mean 2520 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1368556200	5087.45161290323	157711 cyclists counted at Maisonneuve 2 in 31 days of May 2013 (mean 5087 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1371234600	4919.93333333333	147598 cyclists counted at Maisonneuve 2 in 30 days of June 2013 (mean 4919 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1373826600	5622.29032258065	174291 cyclists counted at Maisonneuve 2 in 31 days of July 2013 (mean 5622 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1376505000	5200.48387096774	161215 cyclists counted at Maisonneuve 2 in 31 days of August 2013 (mean 5200 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#FC9D31	1379183400	4798.11111111111	86366 cyclists counted at Maisonneuve 2 in 18 days of September 2013 (mean 4798 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2	#FC9D31
#93DF10	1287081000	429.541666666667	10309 cyclists counted at Pierre-Dupuy in 24 days of October 2010 (mean 429 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1289759400	142.933333333333	4288 cyclists counted at Pierre-Dupuy in 30 days of November 2010 (mean 142 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1292351400	31.375	251 cyclists counted at Pierre-Dupuy in 8 days of December 2010 (mean 31 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1295029800	2.26086956521739	52 cyclists counted at Pierre-Dupuy in 23 days of January 2011 (mean 2 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1297708200	1.375	11 cyclists counted at Pierre-Dupuy in 8 days of February 2011 (mean 1 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1300127400	4.45454545454545	49 cyclists counted at Pierre-Dupuy in 11 days of March 2011 (mean 4 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1302805800	520.166666666667	15605 cyclists counted at Pierre-Dupuy in 30 days of April 2011 (mean 520 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1305397800	1233.8064516129	38248 cyclists counted at Pierre-Dupuy in 31 days of May 2011 (mean 1233 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1308076200	1584.06666666667	47522 cyclists counted at Pierre-Dupuy in 30 days of June 2011 (mean 1584 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1310668200	2647.77419354839	82081 cyclists counted at Pierre-Dupuy in 31 days of July 2011 (mean 2647 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1313346600	1743.74193548387	54056 cyclists counted at Pierre-Dupuy in 31 days of August 2011 (mean 1743 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1316025000	1483.73333333333	44512 cyclists counted at Pierre-Dupuy in 30 days of September 2011 (mean 1483 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1318617000	648.258064516129	20096 cyclists counted at Pierre-Dupuy in 31 days of October 2011 (mean 648 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1321295400	413	1239 cyclists counted at Pierre-Dupuy in 3 days of November 2011 (mean 413 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1326565800	6.4	160 cyclists counted at Pierre-Dupuy in 25 days of January 2012 (mean 6 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1329244200	8.27586206896552	240 cyclists counted at Pierre-Dupuy in 29 days of February 2012 (mean 8 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1331749800	265.36	6634 cyclists counted at Pierre-Dupuy in 25 days of March 2012 (mean 265 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1334428200	539.833333333333	16195 cyclists counted at Pierre-Dupuy in 30 days of April 2012 (mean 539 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1337020200	1617.09677419355	50130 cyclists counted at Pierre-Dupuy in 31 days of May 2012 (mean 1617 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1339698600	1768.1	53043 cyclists counted at Pierre-Dupuy in 30 days of June 2012 (mean 1768 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1342290600	2581.70967741936	80033 cyclists counted at Pierre-Dupuy in 31 days of July 2012 (mean 2581 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1344969000	1857.51612903226	57583 cyclists counted at Pierre-Dupuy in 31 days of August 2012 (mean 1857 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1347647400	1410.93333333333	42328 cyclists counted at Pierre-Dupuy in 30 days of September 2012 (mean 1410 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1350239400	636.967741935484	19746 cyclists counted at Pierre-Dupuy in 31 days of October 2012 (mean 636 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1352917800	148.6	743 cyclists counted at Pierre-Dupuy in 5 days of November 2012 (mean 148 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1358188200	2.77777777777778	25 cyclists counted at Pierre-Dupuy in 9 days of January 2013 (mean 2 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1360866600	6.125	147 cyclists counted at Pierre-Dupuy in 24 days of February 2013 (mean 6 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1363285800	61.0967741935484	1894 cyclists counted at Pierre-Dupuy in 31 days of March 2013 (mean 61 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1365964200	681.333333333333	20440 cyclists counted at Pierre-Dupuy in 30 days of April 2013 (mean 681 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1368556200	1699.03225806452	52670 cyclists counted at Pierre-Dupuy in 31 days of May 2013 (mean 1699 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1371234600	1655.76666666667	49673 cyclists counted at Pierre-Dupuy in 30 days of June 2013 (mean 1655 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1373826600	2621.48387096774	81266 cyclists counted at Pierre-Dupuy in 31 days of July 2013 (mean 2621 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1376505000	2224.48387096774	68959 cyclists counted at Pierre-Dupuy in 31 days of August 2013 (mean 2224 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#93DF10	1379183400	1434.94444444444	25829 cyclists counted at Pierre-Dupuy in 18 days of September 2013 (mean 1434 cyclists/day)	Pierre-Dupuy	Pierre-Dupuy	2	#93DF10
#F58AC1	1287081000	2169.1724137931	62906 cyclists counted at Rachel in 29 days of October 2010 (mean 2169 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1289759400	1464.3	43929 cyclists counted at Rachel in 30 days of November 2010 (mean 1464 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1292351400	177.689655172414	5153 cyclists counted at Rachel in 29 days of December 2010 (mean 177 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1295029800	114.357142857143	3202 cyclists counted at Rachel in 28 days of January 2011 (mean 114 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1297708200	93.25	1865 cyclists counted at Rachel in 20 days of February 2011 (mean 93 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1300127400	340.2	8505 cyclists counted at Rachel in 25 days of March 2011 (mean 340 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1302805800	1691.8	50754 cyclists counted at Rachel in 30 days of April 2011 (mean 1691 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1305397800	3219.58064516129	99807 cyclists counted at Rachel in 31 days of May 2011 (mean 3219 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1308076200	4534.63333333333	136039 cyclists counted at Rachel in 30 days of June 2011 (mean 4534 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1310668200	4703.51612903226	145809 cyclists counted at Rachel in 31 days of July 2011 (mean 4703 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1313346600	4568.03225806452	141609 cyclists counted at Rachel in 31 days of August 2011 (mean 4568 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1316025000	4318.26666666667	129548 cyclists counted at Rachel in 30 days of September 2011 (mean 4318 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1318617000	1095	3285 cyclists counted at Rachel in 3 days of October 2011 (mean 1095 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1326565800	71.25	1140 cyclists counted at Rachel in 16 days of January 2012 (mean 71 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1329244200	4.29411764705882	73 cyclists counted at Rachel in 17 days of February 2012 (mean 4 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1331749800	979.148148148148	26437 cyclists counted at Rachel in 27 days of March 2012 (mean 979 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1334428200	2391.96666666667	71759 cyclists counted at Rachel in 30 days of April 2012 (mean 2391 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1337020200	4180.32258064516	129590 cyclists counted at Rachel in 31 days of May 2012 (mean 4180 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1339698600	4884.33333333333	146530 cyclists counted at Rachel in 30 days of June 2012 (mean 4884 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1342290600	4861.38709677419	150703 cyclists counted at Rachel in 31 days of July 2012 (mean 4861 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1344969000	4431.51612903226	137377 cyclists counted at Rachel in 31 days of August 2012 (mean 4431 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1347647400	4125.23333333333	123757 cyclists counted at Rachel in 30 days of September 2012 (mean 4125 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1350239400	3030.93548387097	93959 cyclists counted at Rachel in 31 days of October 2012 (mean 3030 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1352917800	1891	9455 cyclists counted at Rachel in 5 days of November 2012 (mean 1891 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1358188200	255.366666666667	7661 cyclists counted at Rachel in 30 days of January 2013 (mean 255 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1360866600	287.928571428571	8062 cyclists counted at Rachel in 28 days of February 2013 (mean 287 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1363285800	627.612903225807	19456 cyclists counted at Rachel in 31 days of March 2013 (mean 627 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1365964200	2436.06666666667	73082 cyclists counted at Rachel in 30 days of April 2013 (mean 2436 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1368556200	4750.77419354839	147274 cyclists counted at Rachel in 31 days of May 2013 (mean 4750 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1371234600	4859.16666666667	145775 cyclists counted at Rachel in 30 days of June 2013 (mean 4859 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1373826600	5426.38709677419	168218 cyclists counted at Rachel in 31 days of July 2013 (mean 5426 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1376505000	5129.1935483871	159005 cyclists counted at Rachel in 31 days of August 2013 (mean 5129 cyclists/day)	Rachel	Rachel	2	#F58AC1
#F58AC1	1379183400	4250.11111111111	76502 cyclists counted at Rachel in 18 days of September 2013 (mean 4250 cyclists/day)	Rachel	Rachel	2	#F58AC1
#A77B7B	1231957800	359.193548387097	11135 cyclists counted at Saint-Urbain in 31 days of January 2009 (mean 359 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1234636200	697.535714285714	19531 cyclists counted at Saint-Urbain in 28 days of February 2009 (mean 697 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1237055400	1599	49569 cyclists counted at Saint-Urbain in 31 days of March 2009 (mean 1599 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1239733800	1693.26666666667	50798 cyclists counted at Saint-Urbain in 30 days of April 2009 (mean 1693 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1242325800	1844.12903225806	57168 cyclists counted at Saint-Urbain in 31 days of May 2009 (mean 1844 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1245004200	1985.5	59565 cyclists counted at Saint-Urbain in 30 days of June 2009 (mean 1985 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1247596200	2228.09677419355	69071 cyclists counted at Saint-Urbain in 31 days of July 2009 (mean 2228 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1250274600	2176.03225806452	67457 cyclists counted at Saint-Urbain in 31 days of August 2009 (mean 2176 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1252953000	2296.53333333333	68896 cyclists counted at Saint-Urbain in 30 days of September 2009 (mean 2296 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1255545000	1871.70967741936	58023 cyclists counted at Saint-Urbain in 31 days of October 2009 (mean 1871 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1258223400	1664.16666666667	49925 cyclists counted at Saint-Urbain in 30 days of November 2009 (mean 1664 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1260815400	712.838709677419	22098 cyclists counted at Saint-Urbain in 31 days of December 2009 (mean 712 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1263493800	480.225806451613	14887 cyclists counted at Saint-Urbain in 31 days of January 2010 (mean 480 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1266172200	404.892857142857	11337 cyclists counted at Saint-Urbain in 28 days of February 2010 (mean 404 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1268591400	935.923076923077	24334 cyclists counted at Saint-Urbain in 26 days of March 2010 (mean 935 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1271269800	2353.94117647059	40017 cyclists counted at Saint-Urbain in 17 days of April 2010 (mean 2353 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1273861800	2492.1935483871	77258 cyclists counted at Saint-Urbain in 31 days of May 2010 (mean 2492 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1276540200	2348.86666666667	70466 cyclists counted at Saint-Urbain in 30 days of June 2010 (mean 2348 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1279132200	2301.54838709677	71348 cyclists counted at Saint-Urbain in 31 days of July 2010 (mean 2301 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1281810600	2265.48387096774	70230 cyclists counted at Saint-Urbain in 31 days of August 2010 (mean 2265 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1284489000	2187.5	65625 cyclists counted at Saint-Urbain in 30 days of September 2010 (mean 2187 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1287081000	1739.83870967742	53935 cyclists counted at Saint-Urbain in 31 days of October 2010 (mean 1739 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#A77B7B	1289759400	1433.82352941176	24375 cyclists counted at Saint-Urbain in 17 days of November 2010 (mean 1433 cyclists/day)	Saint-Urbain	Saint-Urbain	2	#A77B7B
#D21BD5	1360866600	198.25	3172 cyclists counted at Totem_Laurier in 16 days of February 2013 (mean 198 cyclists/day)	Totem_Laurier	Totem_Laurier	2	#D21BD5
#D21BD5	1363285800	497.645161290323	15427 cyclists counted at Totem_Laurier in 31 days of March 2013 (mean 497 cyclists/day)	Totem_Laurier	Totem_Laurier	2	#D21BD5
#D21BD5	1365964200	1537.23333333333	46117 cyclists counted at Totem_Laurier in 30 days of April 2013 (mean 1537 cyclists/day)	Totem_Laurier	Totem_Laurier	2	#D21BD5
#D21BD5	1368556200	2746.41935483871	85139 cyclists counted at Totem_Laurier in 31 days of May 2013 (mean 2746 cyclists/day)	Totem_Laurier	Totem_Laurier	2	#D21BD5
#D21BD5	1371234600	2828.6	84858 cyclists counted at Totem_Laurier in 30 days of June 2013 (mean 2828 cyclists/day)	Totem_Laurier	Totem_Laurier	2	#D21BD5
#D21BD5	1373826600	3238.38709677419	100390 cyclists counted at Totem_Laurier in 31 days of July 2013 (mean 3238 cyclists/day)	Totem_Laurier	Totem_Laurier	2	#D21BD5
#D21BD5	1376505000	3162.70967741936	98044 cyclists counted at Totem_Laurier in 31 days of August 2013 (mean 3162 cyclists/day)	Totem_Laurier	Totem_Laurier	2	#D21BD5
#D21BD5	1379183400	2888.77777777778	51998 cyclists counted at Totem_Laurier in 18 days of September 2013 (mean 2888 cyclists/day)	Totem_Laurier	Totem_Laurier	2	#D21BD5
#FB8072	1287081000	1743.92307692308	45342 cyclists counted at du Parc in 26 days of October 2010 (mean 1743 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1289759400	1308.23333333333	39247 cyclists counted at du Parc in 30 days of November 2010 (mean 1308 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1292351400	165.709677419355	5137 cyclists counted at du Parc in 31 days of December 2010 (mean 165 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1295029800	160.129032258065	4964 cyclists counted at du Parc in 31 days of January 2011 (mean 160 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1297708200	115.892857142857	3245 cyclists counted at du Parc in 28 days of February 2011 (mean 115 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1300127400	308	9548 cyclists counted at du Parc in 31 days of March 2011 (mean 308 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1302805800	1123.83333333333	33715 cyclists counted at du Parc in 30 days of April 2011 (mean 1123 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1305397800	2098.38709677419	65050 cyclists counted at du Parc in 31 days of May 2011 (mean 2098 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1308076200	3043.46666666667	91304 cyclists counted at du Parc in 30 days of June 2011 (mean 3043 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1310668200	2888.03225806452	89529 cyclists counted at du Parc in 31 days of July 2011 (mean 2888 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1313346600	2720.83870967742	84346 cyclists counted at du Parc in 31 days of August 2011 (mean 2720 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1316025000	3130.3	93909 cyclists counted at du Parc in 30 days of September 2011 (mean 3130 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1318617000	2147.03225806452	66558 cyclists counted at du Parc in 31 days of October 2011 (mean 2147 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1321295400	2074.66666666667	6224 cyclists counted at du Parc in 3 days of November 2011 (mean 2074 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1326565800	99.6129032258064	3088 cyclists counted at du Parc in 31 days of January 2012 (mean 99 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1329244200	167.310344827586	4852 cyclists counted at du Parc in 29 days of February 2012 (mean 167 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1331749800	693.129032258065	21487 cyclists counted at du Parc in 31 days of March 2012 (mean 693 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1334428200	1534.93333333333	46048 cyclists counted at du Parc in 30 days of April 2012 (mean 1534 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1337020200	2527.58064516129	78355 cyclists counted at du Parc in 31 days of May 2012 (mean 2527 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1339698600	2873	86190 cyclists counted at du Parc in 30 days of June 2012 (mean 2873 cyclists/day)	du Parc	du Parc	2	#FB8072
#FB8072	1342290600	2839.03225806452	88010 cyclists counted at du Parc in 31 days of July 2012 (mean 2839 cyclists/day)	du Parc	du Parc	2	#FB8072
