fill	x	y	key	tooltip	showSelected2	PANEL
#FEE0D2	1	1	2014-07-01 1	  1 people slightly injured at 243 BORD DU LAC ET LAKESHORE /  2014-07-01 15:15	people slightly injured	1
#FEE0D2	1	2	2014-07-01 2	  1 people slightly injured at  CARTIER / 70E AV 2014-07-01 19:49	people slightly injured	1
#FEE0D2	1	3	2014-07-01 3	  1 people slightly injured at  LOUIS JOSEPH RODRIGUE / TIMOTHEE KIMBER 2014-07-01 8:32	people slightly injured	1
#FEE0D2	1	4	2014-07-01 4	  1 people slightly injured at  ST JEAN / BISSON 2014-07-01 18:30	people slightly injured	1
#FEE0D2	2	1	2014-07-02 1	  1 people slightly injured at  N-D DE GRACE / HAMPTON 2014-07-02 15:53	people slightly injured	1
#FEE0D2	2	2	2014-07-02 2	  1 people slightly injured at  MT ROYAL / HENRI JULIEN 2014-07-02 14:35	people slightly injured	1
#FEE0D2	2	3	2014-07-02 3	  1 people slightly injured at  ST DENIS / ROY 2014-07-02 23:05	people slightly injured	1
#FEE0D2	2	4	2014-07-02 4	  1 people slightly injured at  CH DU SAULT / DES BOULEAUX 2014-07-02 14:34	people slightly injured	1
#FEE0D2	2	5	2014-07-02 5	  1 people slightly injured at  EDOUARD VII / FOUCREAULT 2014-07-02 22:10	people slightly injured	1
#FEE0D2	2	6	2014-07-02 6	  1 people slightly injured at  ST CHARLES / JACQUES CARTIER 2014-07-02 15:50	people slightly injured	1
#FEE0D2	2	7	2014-07-02 7	  1 people slightly injured at 457 ST EUSTACHE / DR CORRIVEAU 2014-07-02 12:00	people slightly injured	1
#FEE0D2	2	8	2014-07-02 8	  1 people slightly injured at  LAPIERRE / DES SOMMELIERS 2014-07-02 11:44	people slightly injured	1
#FEE0D2	2	9	2014-07-02 9	  1 people slightly injured at  STE MARIE / ST LOUIS 2014-07-02 18:15	people slightly injured	1
#FB6A4A	2	10	2014-07-02 10	 1 person severely injured, 0 people slightly injured at  COLONIALE / DE VARENNES 2014-07-02 23:20	people severely injured	1
#FB6A4A	2	11	2014-07-02 11	 1 person severely injured, 0 people slightly injured at  CH DE GEORGEVILLE / CARR CAPP 2014-07-02 15:10	people severely injured	1
#FEE0D2	3	1	2014-07-03 1	  1 people slightly injured at  MARIE ANNE / GARNIER 2014-07-03 15:55	people slightly injured	1
#FEE0D2	3	2	2014-07-03 2	  1 people slightly injured at  BEACONSFIELD BD / HANSEN AV 2014-07-03 18:20	people slightly injured	1
#FEE0D2	3	3	2014-07-03 3	  1 people slightly injured at 1525 CH ST JOSEPH /  2014-07-03 18:39	people slightly injured	1
#FEE0D2	3	4	2014-07-03 4	  1 people slightly injured at  MONTREAL / BD DE BROMONT 2014-07-03 16:15	people slightly injured	1
#FEE0D2	3	5	2014-07-03 5	  1 people slightly injured at  COWIE / ST URBAIN 2014-07-03 8:18	people slightly injured	1
#FEE0D2	3	6	2014-07-03 6	  1 people slightly injured at  N-D / DELORIMIER 2014-07-03 18:15	people slightly injured	1
#FB6A4A	3	7	2014-07-03 7	 1 person severely injured, 0 people slightly injured at  BD GOUIN O / AV RUISSEAU 2014-07-03 9:00	people severely injured	1
#FEE0D2	4	1	2014-07-04 1	  1 people slightly injured at  SHERBROOKE O / UNIVERSITY 2014-07-04 8:15	people slightly injured	1
#FEE0D2	4	2	2014-07-04 2	  1 people slightly injured at 7553 8E AV /  2014-07-04 20:31	people slightly injured	1
#FEE0D2	4	3	2014-07-04 3	  1 people slightly injured at 8340 QUERBES /  2014-07-04 16:22	people slightly injured	1
#FEE0D2	4	4	2014-07-04 4	  1 people slightly injured at  CH ST LOUIS / DOLEN 2014-07-04 	people slightly injured	1
#FEE0D2	4	5	2014-07-04 5	  1 people slightly injured at  AV DU COLLEGE / GRONDIN 2014-07-04 20:20	people slightly injured	1
#FEE0D2	5	1	2014-07-05 1	  1 people slightly injured at  24E AV / ST ANTOINE 2014-07-05 13:50	people slightly injured	1
#FEE0D2	5	2	2014-07-05 2	  1 people slightly injured at 1447 DOLLARD /  2014-07-05 16:25	people slightly injured	1
#FEE0D2	5	3	2014-07-05 3	  1 people slightly injured at  GUY / STE CATHERINE O 2014-07-05 9:35	people slightly injured	1
#FEE0D2	5	4	2014-07-05 4	  2 people slightly injured at  MT ROYAL E / GARNIER 2014-07-05 0:29	people slightly injured	1
#FEE0D2	5	5	2014-07-05 5	  1 people slightly injured at 350 DULUTH / DROLET 2014-07-05 23:05	people slightly injured	1
#FEE0D2	5	6	2014-07-05 6	  1 people slightly injured at  BD DU SOUVENIR / BD ARMAND FRAPPIER 2014-07-05 12:54	people slightly injured	1
#FEE0D2	5	7	2014-07-05 7	  1 people slightly injured at   / BD NOBERT ET VICTORIA 2014-07-05 15:50	people slightly injured	1
#FEE0D2	5	8	2014-07-05 8	  1 people slightly injured at  BELLA VISTA / MEANDRE 2014-07-05 10:25	people slightly injured	1
#FEE0D2	5	9	2014-07-05 9	  1 people slightly injured at  3E AV O / 55E RUE O 2014-07-05 18:10	people slightly injured	1
#FEE0D2	5	10	2014-07-05 10	  1 people slightly injured at 29 AV VENISE E / FACE A IMMEUBLE 29 AV VENISE E 2014-07-05 21:26	people slightly injured	1
#FEE0D2	5	11	2014-07-05 11	  1 people slightly injured at 95 5E AV /  2014-07-05 14:04	people slightly injured	1
#FEE0D2	6	1	2014-07-06 1	  1 people slightly injured at 252 BORD DU LAC LAKESHORE / CARTIER 2014-07-06 15:30	people slightly injured	1
#FEE0D2	6	2	2014-07-06 2	  1 people slightly injured at  SHERBROOKE / MCGILL COLLEGE 2014-07-06 17:04	people slightly injured	1
#FEE0D2	6	3	2014-07-06 3	  1 people slightly injured at  PARKER / DU COUVENT 2014-07-06 13:44	people slightly injured	1
#FEE0D2	6	4	2014-07-06 4	  1 people slightly injured at  CH DES PATRIOTES / CONNAUGHT 2014-07-06 12:35	people slightly injured	1
#FEE0D2	6	5	2014-07-06 5	  1 people slightly injured at 372 BD ADOLPHE CHAPLEAU /  2014-07-06 14:12	people slightly injured	1
#FB6A4A	6	6	2014-07-06 6	 1 person severely injured, 0 people slightly injured at 555 CH DU VILLAGE / CH DE LA CHATELAINE 2014-07-06 11:50	people severely injured	1
#FEE0D2	7	1	2014-07-07 1	  1 people slightly injured at  WILLIAM / DES SEIGNEURS 2014-07-07 19:50	people slightly injured	1
#FEE0D2	7	2	2014-07-07 2	  1 people slightly injured at 360 N-D O /  2014-07-07 9:00	people slightly injured	1
