fill	x	y	key	tooltip	showSelected2	PANEL
#FEE0D2	1	1	2012-11-01 1	  1 people slightly injured at 7275 ST LAURENT F / FACE 2012-11-01 13:10	people slightly injured	1
#FEE0D2	1	2	2012-11-01 2	  1 people slightly injured at  JEAN TALON O / CLARK 2012-11-01 6:35	people slightly injured	1
#FEE0D2	1	3	2012-11-01 3	  1 people slightly injured at  MT ROYAL / ST ANDRE 2012-11-01 21:56	people slightly injured	1
#FEE0D2	1	4	2012-11-01 4	  1 people slightly injured at  AV D ESTIMAUVILLE / ALEXANDRA 2012-11-01 13:00	people slightly injured	1
#FEE0D2	1	5	2012-11-01 5	  1 people slightly injured at 0 DUVERNAY / DRAPER 2012-11-01 13:30	people slightly injured	1
#FEE0D2	1	6	2012-11-01 6	  1 people slightly injured at 38 ST BENOIT E / FACE A CHAUSSURE POP 2012-11-01 11:43	people slightly injured	1
#FB6A4A	1	7	2012-11-01 7	 1 person severely injured, 0 people slightly injured at  CRISTINI / BETHANY 2012-11-01 18:13	people severely injured	1
#FEE0D2	2	1	2012-11-02 1	  1 people slightly injured at  FAILLON / BERRI 2012-11-02 22:05	people slightly injured	1
#FEE0D2	2	2	2012-11-02 2	  1 people slightly injured at  BD DE LA GAPPE / ST LOUIS 2012-11-02 15:59	people slightly injured	1
#FEE0D2	2	3	2012-11-02 3	  1 people slightly injured at 0 ST CHARLES / COUSINS 2012-11-02 13:27	people slightly injured	1
#FEE0D2	4	1	2012-11-04 1	  1 people slightly injured at  ST LAURENT / GUILBAULT O 2012-11-04 2:30	people slightly injured	1
#FEE0D2	4	2	2012-11-04 2	  1 people slightly injured at  ST ETIENNE / FALARDEAU 2012-11-04 3:53	people slightly injured	1
#FEE0D2	5	1	2012-11-05 1	  1 people slightly injured at  1ER / MASSON 2012-11-05 	people slightly injured	1
#FEE0D2	5	2	2012-11-05 2	  1 people slightly injured at 1400 DU ST MAURICE / CH DE FER 2012-11-05 15:11	people slightly injured	1
#FEE0D2	5	3	2012-11-05 3	  1 people slightly injured at  13E AV / PRINCIPALE 2012-11-05 19:30	people slightly injured	1
#FEE0D2	5	4	2012-11-05 4	  1 people slightly injured at 1208 BELLEVUE /  2012-11-05 16:06	people slightly injured	1
#FEE0D2	6	1	2012-11-06 1	  1 people slightly injured at  SHERBROKE E / ST LAURENT 2012-11-06 9:20	people slightly injured	1
#FEE0D2	6	2	2012-11-06 2	  1 people slightly injured at  ST SACREMENT / WILFRID HAMEL 2012-11-06 16:30	people slightly injured	1
#FEE0D2	7	1	2012-11-07 1	  1 people slightly injured at  PRINCE ARTHUR / STE FAMILLE 2012-11-07 18:15	people slightly injured	1
#FEE0D2	7	2	2012-11-07 2	  1 people slightly injured at 201 DES LAURENTIDES / TOURANGEAU 2012-11-07 12:30	people slightly injured	1
#FEE0D2	7	3	2012-11-07 3	  1 people slightly injured at   / CH CHAMBLY ET PACIFIC 2012-11-07 16:15	people slightly injured	1
#FEE0D2	7	4	2012-11-07 4	  1 people slightly injured at 321 CH DE LA COTE ST LOUIS E /  2012-11-07 5:45	people slightly injured	1
#FEE0D2	8	1	2012-11-08 1	  1 people slightly injured at  DE ROUEN / BENNETT 2012-11-08 6:25	people slightly injured	1
#FEE0D2	8	2	2012-11-08 2	  1 people slightly injured at   /  2012-11-08 10:50	people slightly injured	1
#FEE0D2	8	3	2012-11-08 3	  1 people slightly injured at  N-D / LOGAN 2012-11-08 17:45	people slightly injured	1
#FEE0D2	8	4	2012-11-08 4	  1 people slightly injured at  BD LAURIER / PRESTON 2012-11-08 11:20	people slightly injured	1
#FEE0D2	9	1	2012-11-09 1	  1 people slightly injured at   / 18E RUE MARIE CLARISSE 2012-11-09 14:05	people slightly injured	1
#FEE0D2	9	2	2012-11-09 2	  1 people slightly injured at  SAVOIE / FOURNIER 2012-11-09 18:30	people slightly injured	1
#FEE0D2	10	1	2012-11-10 1	  1 people slightly injured at  VIAU / JEAN TALON 2012-11-10 15:30	people slightly injured	1
#FEE0D2	12	1	2012-11-12 1	  1 people slightly injured at  LANGELIER / DIJON 2012-11-12 12:02	people slightly injured	1
#FEE0D2	12	2	2012-11-12 2	  1 people slightly injured at  ST MARTIN / DE L AVENIR 2012-11-12 19:35	people slightly injured	1
#FEE0D2	12	3	2012-11-12 3	  1 people slightly injured at  MTEE MAJOR / DU BOCAGE 2012-11-12 19:47	people slightly injured	1
#FEE0D2	12	4	2012-11-12 4	  1 people slightly injured at 2336 CH STE FOY /  2012-11-12 18:18	people slightly injured	1
#FEE0D2	13	1	2012-11-13 1	  1 people slightly injured at  BD DE LA CONCORDE O / BD DE L AVENIR 2012-11-13 0:10	people slightly injured	1
#FEE0D2	13	2	2012-11-13 2	  1 people slightly injured at  STE MARIE / ST JOSEPH 2012-11-13 9:56	people slightly injured	1
#FEE0D2	13	3	2012-11-13 3	  1 people slightly injured at 57 MTEE DES BOULEAUX / CIRCE 2012-11-13 15:28	people slightly injured	1
#FB6A4A	13	4	2012-11-13 4	 1 person severely injured, 0 people slightly injured at  THIERRY / NEWMAN 2012-11-13 10:00	people severely injured	1
#FEE0D2	14	1	2012-11-14 1	  1 people slightly injured at 800 ST JEAN /  2012-11-14 16:05	people slightly injured	1
#FEE0D2	14	2	2012-11-14 2	  1 people slightly injured at  N-D O / DE LEVIS 2012-11-14 14:08	people slightly injured	1
#FEE0D2	14	3	2012-11-14 3	  1 people slightly injured at 752 ATWATER /  2012-11-14 20:25	people slightly injured	1
#FEE0D2	14	4	2012-11-14 4	  1 people slightly injured at   / SHERBROOKE ET DUROCHER 2012-11-14 14:20	people slightly injured	1
